item_name,item_key_norm,predicted_count,gold_count,TP,FP,FN,predicted_tokens,gold_tokens,tp_tokens,fp_tokens,fn_tokens
รับขวัญข้าว,รับขวัญข้าว,6,6,6,0,0,"การทำขวัญ, ธัญญาหาร, ผู้มีพระคุณ, พืชพรรณ, อาหาร, เวที","การทำขวัญ, ธัญญาหาร, ผู้มีพระคุณ, พืชพรรณ, อาหาร, เวที","การทำขวัญ, ธัญญาหาร, ผู้มีพระคุณ, พืชพรรณ, อาหาร, เวที",,
รำซัดชาตรี,รำซัดชาตรี,10,8,8,2,0,"ดนตรีพื้นบ้าน, ดนตรีไทย, ทำนอง, ท่วงทำนอง, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, รำคู่, ละครชาตรี, เบิกโรง, ไหว้ครู","ทำนอง, ท่วงทำนอง, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, รำคู่, ละครชาตรี, เบิกโรง, ไหว้ครู","ทำนอง, ท่วงทำนอง, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, รำคู่, ละครชาตรี, เบิกโรง, ไหว้ครู","ดนตรีพื้นบ้าน, ดนตรีไทย",
รำประเลง,รำประเลง,15,14,14,1,0,"ทำนอง, ทำนองเพลง, ปิดหน้า, รังควาญ, ละครใน, หางนกยูง, อิทธิฤทธิ์, เทวดา, เบิกโรง, เพลงกลม, เพลงชำนาญ, เพลงหน้าพาทย์, เพลงไทย, เสนียดจัญไร, โคมเวียน","ทำนอง, ทำนองเพลง, ปิดหน้า, รังควาญ, ละครใน, หางนกยูง, อิทธิฤทธิ์, เทวดา, เบิกโรง, เพลงกลม, เพลงชำนาญ, เพลงหน้าพาทย์, เสนียดจัญไร, โคมเวียน","ทำนอง, ทำนองเพลง, ปิดหน้า, รังควาญ, ละครใน, หางนกยูง, อิทธิฤทธิ์, เทวดา, เบิกโรง, เพลงกลม, เพลงชำนาญ, เพลงหน้าพาทย์, เสนียดจัญไร, โคมเวียน",เพลงไทย,
รำฝรั่งคู่,รำฝรั่งคู่,12,11,11,1,0,"จีนรัว, จีนรำพัด, ตะเขิ่ง, ทำนอง, รำคู่, รำพัด, เจ้าเซ็น, เพลงฉิ่ง, เพลงฝรั่งรำเท้า, เพลงเร็ว, เพลงไทย, แต่งกายยืนเครื่องพระ","จีนรัว, จีนรำพัด, ตะเขิ่ง, ทำนอง, รำคู่, รำพัด, เจ้าเซ็น, เพลงฉิ่ง, เพลงฝรั่งรำเท้า, เพลงเร็ว, แต่งกายยืนเครื่องพระ","จีนรัว, จีนรำพัด, ตะเขิ่ง, ทำนอง, รำคู่, รำพัด, เจ้าเซ็น, เพลงฉิ่ง, เพลงฝรั่งรำเท้า, เพลงเร็ว, แต่งกายยืนเครื่องพระ",เพลงไทย,
รำพลายชุมพล,รำพลายชุมพล,15,14,14,1,0,"ขุนช้าง, ขุนแผน, ทำนอง, ทำนองเพลง, พระไวย, พลายชุมพล, รำเดี่ยว, ละครเสภา, วาจา, ออกรบ, เพลงมอญดูดาว, เพลงไทย, แก้แค้น, แตกทัพ, แต่งตัว","ขุนช้าง, ขุนแผน, ทำนอง, ทำนองเพลง, พระไวย, พลายชุมพล, รำเดี่ยว, ละครเสภา, วาจา, ออกรบ, เพลงมอญดูดาว, แก้แค้น, แตกทัพ, แต่งตัว","ขุนช้าง, ขุนแผน, ทำนอง, ทำนองเพลง, พระไวย, พลายชุมพล, รำเดี่ยว, ละครเสภา, วาจา, ออกรบ, เพลงมอญดูดาว, แก้แค้น, แตกทัพ, แต่งตัว",เพลงไทย,
รำมโนห์ราบูชายัญ,รำมโนห์ราบูชายัญ,5,5,5,0,0,"กองไฟ, บินหนี, บูชายัญ, มโนห์รา, เขาไกรลาส","กองไฟ, บินหนี, บูชายัญ, มโนห์รา, เขาไกรลาส","กองไฟ, บินหนี, บูชายัญ, มโนห์รา, เขาไกรลาส",,
รำวงมาตรฐาน,รำวงมาตรฐาน,15,13,12,3,1,"การละเล่นพื้นเมือง, ชาวพื้นเมือง, ดอกไม้, ตามเพลง, ภาคกลาง, เพลงคืนเดือนหงาย, เพลงงามแสงเดือน, เพลงชาวไทย, เพลงดวงจันทร์ขวัญฟ้า, เพลงดวงจันทร์วันเพ็ญ, เพลงดอกไม้ของชาติ, เพลงบูชานักรบ, เพลงรำซิมารำ, เพลงหญิงไทยใจงาม, เพลงไทย","ดอกไม้, ตามเพลง, ภาคกลาง, เพลงคืนเดือนหงาย, เพลงงามแสงเดือน, เพลงชาวไทย, เพลงดวงจันทร์ขวัญฟ้า, เพลงดวงจันทร์วันเพ็ญ, เพลงดอกไม้ของชาติ, เพลงบูชานักรบ, เพลงยอดชายใจหาญ, เพลงรำซิมารำ, เพลงหญิงไทยใจงาม","ดอกไม้, ตามเพลง, ภาคกลาง, เพลงคืนเดือนหงาย, เพลงงามแสงเดือน, เพลงชาวไทย, เพลงดวงจันทร์ขวัญฟ้า, เพลงดวงจันทร์วันเพ็ญ, เพลงดอกไม้ของชาติ, เพลงบูชานักรบ, เพลงรำซิมารำ, เพลงหญิงไทยใจงาม","การละเล่นพื้นเมือง, ชาวพื้นเมือง, เพลงไทย",เพลงยอดชายใจหาญ
รำสีนวล,รำสีนวล,3,2,2,1,0,"กุลสตรี, ขับร้อง, เพลงไทย","กุลสตรี, ขับร้อง","กุลสตรี, ขับร้อง",เพลงไทย,
รำเถิดเทิง,รำเถิดเทิง,5,4,4,1,0,"กลองยาว, การตีกลอง, งานรื่นเริง, หยอกล้อ, เถิดเทิง","กลองยาว, การตีกลอง, หยอกล้อ, เถิดเทิง","กลองยาว, การตีกลอง, หยอกล้อ, เถิดเทิง",งานรื่นเริง,
รำเบิกโรงดอกไม้เงินทอง,รำเบิกโรงดอกไม้เงินทอง,13,11,11,2,0,"ดอกไม้, ดอกไม้เงิน, ทำนอง, ทำนองเพลง, บทร้อง, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว, มือขวา, มือซ้าย, ละครใน, เบิกโรง, เพลงไทย, แต่งกายยืนเครื่องพระ","ดอกไม้, ดอกไม้เงิน, ทำนอง, ทำนองเพลง, บทร้อง, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, มือขวา, มือซ้าย, ละครใน, เบิกโรง, แต่งกายยืนเครื่องพระ","ดอกไม้, ดอกไม้เงิน, ทำนอง, ทำนองเพลง, บทร้อง, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, มือขวา, มือซ้าย, ละครใน, เบิกโรง, แต่งกายยืนเครื่องพระ","พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว, เพลงไทย",
รำแม่บท,รำแม่บท,5,5,5,0,0,"กระบวนท่ารำ, บทร้อง, รำมาตรฐาน, แต่งกายยืนเครื่องพระ, แม่บท","กระบวนท่ารำ, บทร้อง, รำมาตรฐาน, แต่งกายยืนเครื่องพระ, แม่บท","กระบวนท่ารำ, บทร้อง, รำมาตรฐาน, แต่งกายยืนเครื่องพระ, แม่บท",,
ลายเกราะ,ลายเกราะ,7,5,5,2,0,"ดนตรีพื้นบ้าน, ดนตรีไทย, ภาคอีสาน, อีสาน, เกราะลอ, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง","ดนตรีพื้นบ้าน, ภาคอีสาน, อีสาน, เกราะลอ, เครื่องดนตรีพื้นบ้าน","ดนตรีพื้นบ้าน, ภาคอีสาน, อีสาน, เกราะลอ, เครื่องดนตรีพื้นบ้าน","ดนตรีไทย, เครื่องดนตรีพื้นเมือง",
ลีลาหมากแก๊ป,ลีลาหมากแก๊ป,10,7,7,3,0,"ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย, สอดแทรก, หญิงสาว, อีสาน, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, ไม้ยาว, ไม้สั้น","ดนตรีพื้นบ้าน, สอดแทรก, หญิงสาว, อีสาน, เครื่องดนตรีพื้นบ้าน, ไม้ยาว, ไม้สั้น","ดนตรีพื้นบ้าน, สอดแทรก, หญิงสาว, อีสาน, เครื่องดนตรีพื้นบ้าน, ไม้ยาว, ไม้สั้น","ชาวพื้นเมือง, ดนตรีไทย, เครื่องดนตรีพื้นเมือง",
ล่องใต้,ล่องใต้,2,1,1,1,0,"ภาคใต้, ล่องใต้",ล่องใต้,ล่องใต้,ภาคใต้,
วิรัชสราญรมย์,วิรัชสราญรมย์,4,4,4,0,0,"รัชกาล, สากล, เพลงสากล, เพลงไทย","รัชกาล, สากล, เพลงสากล, เพลงไทย","รัชกาล, สากล, เพลงสากล, เพลงไทย",,
สยามภารตะ,สยามภารตะ,6,5,5,1,0,"กระบวนท่ารำ, นาฏศิลป์อินเดีย, ภารตนาฏยัม, อินเดีย, เคลื่อนไหว, โอดิสสี","นาฏศิลป์อินเดีย, ภารตนาฏยัม, อินเดีย, เคลื่อนไหว, โอดิสสี","นาฏศิลป์อินเดีย, ภารตนาฏยัม, อินเดีย, เคลื่อนไหว, โอดิสสี",กระบวนท่ารำ,
สักการะเทวราช,สักการะเทวราช,12,11,11,1,0,"กรุงรัตนโกสินทร์, งานประติมากรรม, นักษัตร, ประติมากรรม, พระพุทธรูป, พระมหากษัตริย์, พระราชพิธี, พระอินทร์, ลายเส้น, อยุธยา, อินทราภิเษก, เครื่องประดับ","กรุงรัตนโกสินทร์, งานประติมากรรม, ประติมากรรม, พระพุทธรูป, พระมหากษัตริย์, พระราชพิธี, พระอินทร์, ลายเส้น, อยุธยา, อินทราภิเษก, เครื่องประดับ","กรุงรัตนโกสินทร์, งานประติมากรรม, ประติมากรรม, พระพุทธรูป, พระมหากษัตริย์, พระราชพิธี, พระอินทร์, ลายเส้น, อยุธยา, อินทราภิเษก, เครื่องประดับ",นักษัตร,
หนุมานจับนางสุพรรณมัจฉา,หนุมานจับนางสุพรรณมัจฉา,14,13,13,1,0,"กระบวนท่ารำ, กรุงลงกา, กองทัพ, การเกี้ยวพาราสี, จับนาง, นางสีดา, บริวาร, พระราม, มหาสมุทร, รามเกียรติ์, วานร, สุพรรณมัจฉา, หนุมาน, เดินทาง","กรุงลงกา, กองทัพ, การเกี้ยวพาราสี, จับนาง, นางสีดา, บริวาร, พระราม, มหาสมุทร, รามเกียรติ์, วานร, สุพรรณมัจฉา, หนุมาน, เดินทาง","กรุงลงกา, กองทัพ, การเกี้ยวพาราสี, จับนาง, นางสีดา, บริวาร, พระราม, มหาสมุทร, รามเกียรติ์, วานร, สุพรรณมัจฉา, หนุมาน, เดินทาง",กระบวนท่ารำ,
หนุมานจับนางเบญกาย,หนุมานจับนางเบญกาย,11,11,11,0,0,"จับนาง, ทศกัณฐ์, นางสีดา, พระราม, ยักษิณี, รามเกียรติ์, ลอยน้ำ, วานร, หนุมาน, หลบหนี, เบญกาย","จับนาง, ทศกัณฐ์, นางสีดา, พระราม, ยักษิณี, รามเกียรติ์, ลอยน้ำ, วานร, หนุมาน, หลบหนี, เบญกาย","จับนาง, ทศกัณฐ์, นางสีดา, พระราม, ยักษิณี, รามเกียรติ์, ลอยน้ำ, วานร, หนุมาน, หลบหนี, เบญกาย",,
ออเจ้าชาวกรุงศรี,ออเจ้าชาวกรุงศรี,8,5,5,3,0,"การนุ่งห่ม, กุลสตรี, ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย, วันวาน, เครื่องประดับ, เสียงดนตรี","การนุ่งห่ม, กุลสตรี, วันวาน, เครื่องประดับ, เสียงดนตรี","การนุ่งห่ม, กุลสตรี, วันวาน, เครื่องประดับ, เสียงดนตรี","ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย",
เจ้าพระยานที,เจ้าพระยานที,5,5,4,1,1,"ฝั่งน้ำ, พระยา, สายน้ำ, เจ้าพระยา, แผ่อิทธิพล","ฝั่งน้ำ, พระยา, สายนํ้า, เจ้าพระยา, แผ่อิทธิพล","ฝั่งน้ำ, พระยา, เจ้าพระยา, แผ่อิทธิพล",สายน้ำ,สายนํ้า
เซิ้งกระติบข้าว,เซิ้งกระติบข้าว,8,6,6,2,0,"กระบวนท่ารำ, การดีด, การปั้น, ข้าวเหนียว, ชาวพื้นเมือง, ชาวภูไท, หญิงสาว, อาหาร","การดีด, การปั้น, ข้าวเหนียว, ชาวภูไท, หญิงสาว, อาหาร","การดีด, การปั้น, ข้าวเหนียว, ชาวภูไท, หญิงสาว, อาหาร","กระบวนท่ารำ, ชาวพื้นเมือง",
เซิ้งตังหวาย,เซิ้งตังหวาย,9,6,2,7,4,"การขับร้อง, ขับร้อง, ขับลำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ลำตังหวาย, ลำนำ, แม่น้ำ, แม่น้ำโขง","การขับร้อง, ขับร้อง, ขับลํา, ลําตังหวาย, ลํานํา, แม่นํ้าโขง","การขับร้อง, ขับร้อง","ขับลำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ลำตังหวาย, ลำนำ, แม่น้ำ, แม่น้ำโขง","ขับลํา, ลําตังหวาย, ลํานํา, แม่นํ้าโขง"
เซิ้งสวิง,เซิ้งสวิง,8,5,4,4,1,"กระบวนท่ารำ, การจับปลา, ดนตรีพื้นบ้าน, ดนตรีไทย, ทางธรรมชาติ, ภาคตะวันออกเฉียงเหนือ, สัตว์น้ำ, หยอกล้อ","การจับปลา, ทางธรรมชาติ, ภาคตะวันออกเฉียงเหนือ, สัตว์นํ้า, หยอกล้อ","การจับปลา, ทางธรรมชาติ, ภาคตะวันออกเฉียงเหนือ, หยอกล้อ","กระบวนท่ารำ, ดนตรีพื้นบ้าน, ดนตรีไทย, สัตว์น้ำ",สัตว์นํ้า
เซิ้งโปงลาง,เซิ้งโปงลาง,7,3,3,4,0,"ชายหนุ่ม, ดนตรีพื้นบ้าน, ดนตรีไทย, หญิงสาว, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, โปงลาง","ชายหนุ่ม, หญิงสาว, โปงลาง","ชายหนุ่ม, หญิงสาว, โปงลาง","ดนตรีพื้นบ้าน, ดนตรีไทย, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง",
เซิ้งไทภูเขา,เซิ้งไทภูเขา,12,11,11,1,0,"ขอขมา, ชาวพื้นเมือง, ชาวภูไท, ผีภู, ภูเขา, ย่านาง, หน่อไม้, อาหาร, เจ้าที่เจ้าทาง, เดินทาง, เทือกเขาภูพาน, ไทภูเขา","ขอขมา, ชาวภูไท, ผีภู, ภูเขา, ย่านาง, หน่อไม้, อาหาร, เจ้าที่เจ้าทาง, เดินทาง, เทือกเขาภูพาน, ไทภูเขา","ขอขมา, ชาวภูไท, ผีภู, ภูเขา, ย่านาง, หน่อไม้, อาหาร, เจ้าที่เจ้าทาง, เดินทาง, เทือกเขาภูพาน, ไทภูเขา",ชาวพื้นเมือง,
เมขลา รามสูร,เมขลา รามสูร,14,14,14,0,0,"ดวงแก้ว, ตำนาน, ทะเล, นางฟ้า, รามสูร, ฤดูฝน, วสันตฤดู, อสูร, เดินทาง, เทพธิดา, เทพนิยาย, เทพบุตร, เทวดา, เมขลา","ดวงแก้ว, ตำนาน, ทะเล, นางฟ้า, รามสูร, ฤดูฝน, วสันตฤดู, อสูร, เดินทาง, เทพธิดา, เทพนิยาย, เทพบุตร, เทวดา, เมขลา","ดวงแก้ว, ตำนาน, ทะเล, นางฟ้า, รามสูร, ฤดูฝน, วสันตฤดู, อสูร, เดินทาง, เทพธิดา, เทพนิยาย, เทพบุตร, เทวดา, เมขลา",,
โนรา,โนรา,8,5,5,3,0,"กินรี, ขึ้นทะเบียน, ชาวพื้นเมือง, บูชาครู, ภาคใต้, มีแบบแผน, มโนราห์, ยูเนสโก","กินรี, ขึ้นทะเบียน, บูชาครู, มีแบบแผน, ยูเนสโก","กินรี, ขึ้นทะเบียน, บูชาครู, มีแบบแผน, ยูเนสโก","ชาวพื้นเมือง, ภาคใต้, มโนราห์",
