ลำดับ,ชื่อชุดการแสดง,words,match_sources
77,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกสัทธาสูร,"ขี่ม้า, ข่ายเพชร, จนตาย, บอกทาง, ฟองน้ำ, ภูเขา, รามเกียรติ์, วานร, วิรุญจำบัง, ศรพาลจันทร์, สัทธาสูร, หนุมาน, หลบหนี, อาวุธ, เขาสัตภัณฑ์",ขี่ม้า:desc_exact; ข่ายเพชร:desc_exact; จนตาย:desc_exact; บอกทาง:desc_exact; ฟองน้ำ:desc_exact; ภูเขา:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; วิรุญจำบัง:desc_exact; ศรพาลจันทร์:desc_exact; สัทธาสูร:name_exact; หนุมาน:desc_exact; หลบหนี:desc_exact; อาวุธ:desc_exact; เขาสัตภัณฑ์:desc_exact
78,การแสดงโขนเรื่องรามเกียรติ์ ตอน สุครีพถอนต้นรัง,"การสอน, กุมภกรรณ, ต้นรัง, ถอยทัพ, ทศกัณฐ์, ทัพหน้า, พลับพลา, รามเกียรติ์, สุครีพ, หมดแรง, องคต, อนุชา, ออกศึก, ออกอุบาย, เชษฐา",การสอน:name_fuzzy; กุมภกรรณ:desc_exact; ต้นรัง:name_exact; ถอยทัพ:desc_exact; ทศกัณฐ์:desc_exact; ทัพหน้า:desc_exact; พลับพลา:desc_exact; รามเกียรติ์:name_exact; สุครีพ:name_exact; หมดแรง:desc_exact; องคต:desc_exact; อนุชา:desc_exact; ออกศึก:desc_exact; ออกอุบาย:desc_exact; เชษฐา:desc_exact
79,ระบำกฤดาภินิหาร,"กรมศิลปากร, การรบ, การสอน, ขับร้อง, จับระบำ, นางฟ้า, บทร้อง, ยมะ, รจนา, ศุภลักษณ์, สากล, อาสา, อาหาร, เกียรติศักดิ์ไทย, เทวดา",กรมศิลปากร:desc_exact; การรบ:desc_fuzzy; การสอน:desc_exact; ขับร้อง:desc_fuzzy; จับระบำ:name_fuzzy; นางฟ้า:desc_exact; บทร้อง:desc_exact; ยมะ:desc_exact; รจนา:desc_fuzzy; ศุภลักษณ์:desc_exact; สากล:desc_exact; อาสา:desc_fuzzy; อาหาร:name_fuzzy; เกียรติศักดิ์ไทย:desc_exact; เทวดา:desc_exact
80,ระบำกรับ,"กรับพวง, กวางทอง, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ต้นขา, ทำนอง, ท่วงทำนอง, ฝ่ามือ, มือขวา, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องแบบ, เพลงไทย",กรับพวง:name_fuzzy; กวางทอง:desc_fuzzy; จับระบำ:name_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ต้นขา:desc_exact; ทำนอง:desc_exact; ท่วงทำนอง:desc_exact; ฝ่ามือ:desc_exact; มือขวา:desc_exact; เครื่องดนตรีพื้นบ้าน:desc_exact; เครื่องดนตรีพื้นเมือง:desc_exact; เครื่องแบบ:desc_fuzzy; เพลงไทย:desc_exact
81,ระบำดาวดึงส์,"จับระบำ, ดาวดึงส์, ทิพยวิมาน, พระจันทร์, พระศิวะ, พระอินทร์, ระบำมาตรฐาน, รำมาตรฐาน, ละครดึกดำบรรพ์, ละครนอก, สังข์ทอง, เครื่องแบบ, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ",จับระบำ:name_fuzzy; ดาวดึงส์:name_exact; ทิพยวิมาน:desc_exact; พระจันทร์:desc_fuzzy; พระศิวะ:desc_fuzzy; พระอินทร์:desc_exact; ระบำมาตรฐาน:desc_exact; รำมาตรฐาน:desc_fuzzy; ละครดึกดำบรรพ์:desc_exact; ละครนอก:desc_fuzzy; สังข์ทอง:desc_exact; เครื่องแบบ:desc_fuzzy; เทพธิดา:desc_exact; เทพบุตร:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact
82,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญจำบัง,"กรุงลงกา, คู่ใจ, ท้าวลัสเตียน, นางสีดา, มารดา, รัชฎา, รับอาสา, รามเกียรติ์, วานร, วิรุญจำบัง, สมทบ, สัทธาสูร, หายตัว, อาสา, โอรส",กรุงลงกา:desc_exact; คู่ใจ:desc_exact; ท้าวลัสเตียน:desc_exact; นางสีดา:desc_exact; มารดา:desc_exact; รัชฎา:desc_exact; รับอาสา:desc_exact; รามเกียรติ์:name_exact; วานร:desc_exact; วิรุญจำบัง:name_exact; สมทบ:desc_exact; สัทธาสูร:desc_exact; หายตัว:desc_exact; อาสา:desc_exact; โอรส:desc_exact
83,รจนาเสี่ยงพวงมาลัย,"นางเอก, บทละคร, บุปเพสันนิวาส, พระสังข์, พระเอก, พวงมาลัย, รจนา, รูปทอง, รูปนอก, สวามี, สังข์ทอง, เจ้าหญิง, เจ้าเงาะ, แกล้งทำ, แปลงตัว",นางเอก:desc_exact; บทละคร:desc_exact; บุปเพสันนิวาส:desc_exact; พระสังข์:desc_exact; พระเอก:desc_exact; พวงมาลัย:name_exact; รจนา:name_exact; รูปทอง:desc_exact; รูปนอก:desc_exact; สวามี:desc_exact; สังข์ทอง:desc_exact; เจ้าหญิง:desc_exact; เจ้าเงาะ:desc_exact; แกล้งทำ:desc_exact; แปลงตัว:desc_exact
84,ระบำนพรัตน์,"จับระบำ, ทับทิม, นิ้วเพชร, บุษราคัม, มรกต, อัญมณี, อุษา, เพทาย, โกเมน, ไพฑูรย์",จับระบำ:name_fuzzy; ทับทิม:desc_exact; นิ้วเพชร:desc_fuzzy; บุษราคัม:desc_exact; มรกต:desc_exact; อัญมณี:desc_exact; อุษา:desc_fuzzy; เพทาย:desc_exact; โกเมน:desc_exact; ไพฑูรย์:desc_exact
85,ระบำกินรีร่อน,"กวางทอง, กะลา, กินรี, จับระบำ, ทำนอง, ท่วงทำนอง, นางกินรี, พลลิง, มโนราห์, สระอโนดาต, เขาไกรลาส, เขาไกลลาศ, เพลงกลม, เพลงไทย, เล่นน้ำ",กวางทอง:desc_fuzzy; กะลา:desc_fuzzy; กินรี:name_exact; จับระบำ:name_fuzzy; ทำนอง:desc_exact; ท่วงทำนอง:desc_exact; นางกินรี:desc_fuzzy; พลลิง:desc_fuzzy; มโนราห์:desc_fuzzy; สระอโนดาต:desc_exact; เขาไกรลาส:desc_exact; เขาไกลลาศ:desc_fuzzy; เพลงกลม:desc_fuzzy; เพลงไทย:desc_exact; เล่นน้ำ:desc_fuzzy
86,ระบำเทพบันเทิง,"จับระบำ, ชั้นเชิง, ตารี, ระบำมาตรฐาน, รำมาตรฐาน, ละครนอก, ละครใน, องคต, องค์ปะตาระกาหลา, อิเหนา, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ, แปลงกาย, ใบชา",จับระบำ:name_fuzzy; ชั้นเชิง:name_fuzzy; ตารี:desc_fuzzy; ระบำมาตรฐาน:desc_exact; รำมาตรฐาน:desc_fuzzy; ละครนอก:desc_fuzzy; ละครใน:desc_exact; องคต:desc_fuzzy; องค์ปะตาระกาหลา:desc_exact; อิเหนา:desc_exact; เทพธิดา:desc_exact; เทพบุตร:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact; แปลงกาย:desc_fuzzy; ใบชา:desc_fuzzy
87,รำซัดชาตรี,"ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทำนอง, ท่วงทำนอง, ปางลีลา, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, รำคู่, ละครชาตรี, ละครนอก, ละครใน, หญิงสาว, เบิกโรง, ไหว้ครู",ดนตรีพื้นบ้าน:name_fuzzy; ดนตรีไทย:name_fuzzy; ตารี:name_fuzzy; ทำนอง:desc_exact; ท่วงทำนอง:desc_exact; ปางลีลา:desc_fuzzy; ผู้แสดงฝ่ายชาย:desc_exact; ผู้แสดงฝ่ายหญิง:desc_exact; รำคู่:desc_exact; ละครชาตรี:name_fuzzy; ละครนอก:desc_fuzzy; ละครใน:desc_fuzzy; หญิงสาว:desc_fuzzy; เบิกโรง:desc_exact; ไหว้ครู:desc_exact
88,ระบำชุดไทยพระราชนิยม,"ฉลองพระองค์, บทร้อง, พระบรมราชชนนีพันปีหลวง, พระราชธิดา, พระราชพิธี, พระองค์, ยมะ, ไทยจักรพรรดิ์, ไทยจักรี, ไทยจิตรลดา, ไทยดุสิต, ไทยบรมพิมาน, ไทยศิวาลัย, ไทยอมรินทร์, ไทยเรือนต้น",ฉลองพระองค์:desc_exact; บทร้อง:desc_exact; พระบรมราชชนนีพันปีหลวง:desc_exact; พระราชธิดา:name_fuzzy; พระราชพิธี:name_fuzzy; พระองค์:desc_exact; ยมะ:name_fuzzy; ไทยจักรพรรดิ์:desc_exact; ไทยจักรี:desc_exact; ไทยจิตรลดา:desc_exact; ไทยดุสิต:desc_exact; ไทยบรมพิมาน:desc_exact; ไทยศิวาลัย:desc_exact; ไทยอมรินทร์:desc_exact; ไทยเรือนต้น:desc_exact
89,ระบำย่องหงิด,"กระบวนท่ารำ, คำร้อง, ทำนอง, ทำนองเพลง, นางฟ้า, พี่เลี้ยง, ย่องหงิด, ละครใน, วาดรูป, ศุภลักษณ์, อาสา, อุษา, เทพธิดา, เทวดา, เพลงไทย",กระบวนท่ารำ:desc_exact; คำร้อง:desc_exact; ทำนอง:desc_exact; ทำนองเพลง:desc_exact; นางฟ้า:desc_exact; พี่เลี้ยง:desc_exact; ย่องหงิด:name_exact; ละครใน:desc_exact; วาดรูป:desc_exact; ศุภลักษณ์:desc_exact; อาสา:desc_exact; อุษา:desc_exact; เทพธิดา:desc_exact; เทวดา:desc_exact; เพลงไทย:desc_exact
90,รำประเลง,"ทำนอง, ทำนองเพลง, ปิดหน้า, รังควาญ, ละครใน, หางนกยูง, อิทธิฤทธิ์, เทวดา, เบิกโรง, เพลงกลม, เพลงชำนาญ, เพลงหน้าพาทย์, เพลงไทย, เสนียดจัญไร, โคมเวียน",ทำนอง:desc_exact; ทำนองเพลง:desc_exact; ปิดหน้า:desc_exact; รังควาญ:desc_exact; ละครใน:desc_exact; หางนกยูง:desc_exact; อิทธิฤทธิ์:desc_exact; เทวดา:desc_exact; เบิกโรง:desc_exact; เพลงกลม:desc_exact; เพลงชำนาญ:desc_exact; เพลงหน้าพาทย์:desc_exact; เพลงไทย:name_fuzzy; เสนียดจัญไร:desc_exact; โคมเวียน:desc_exact
91,ระบำวิชนี,"ขับร้อง, จับระบำ, ทำนอง, ทำนองเพลง, นางใน, บทร้อง, มือขวา, ราชสำนัก, วานร, วิชนี, หญิงสาว, อาสา, เพลงกลม, เพลงไทย, แปลงกาย",ขับร้อง:desc_fuzzy; จับระบำ:name_fuzzy; ทำนอง:desc_exact; ทำนองเพลง:desc_exact; นางใน:desc_exact; บทร้อง:desc_exact; มือขวา:desc_exact; ราชสำนัก:desc_exact; วานร:desc_fuzzy; วิชนี:name_exact; หญิงสาว:desc_exact; อาสา:desc_fuzzy; เพลงกลม:desc_fuzzy; เพลงไทย:desc_exact; แปลงกาย:desc_fuzzy
92,ระบำฉิ่ง,"กวางทอง, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทำนอง, ท่วงทำนอง, รัวฉิ่ง, องคต, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องแบบ, เพลงไทย",กวางทอง:desc_fuzzy; จับระบำ:name_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ทำนอง:desc_exact; ท่วงทำนอง:desc_exact; รัวฉิ่ง:name_fuzzy; องคต:desc_fuzzy; เครื่องดนตรีพื้นบ้าน:desc_exact; เครื่องดนตรีพื้นเมือง:desc_exact; เครื่องแบบ:desc_fuzzy; เพลงไทย:desc_exact
93,รำแม่บท,"กระบวนท่ารำ, ขับร้อง, บทร้อง, ระบำมาตรฐาน, รำมาตรฐาน, ล้านนา, องคต, เครื่องแบบ, แต่งกายยืนเครื่องพระ, แปลงกาย, แม่ท่า, แม่บท",กระบวนท่ารำ:desc_exact; ขับร้อง:desc_fuzzy; บทร้อง:desc_exact; ระบำมาตรฐาน:desc_fuzzy; รำมาตรฐาน:desc_exact; ล้านนา:desc_fuzzy; องคต:desc_fuzzy; เครื่องแบบ:desc_fuzzy; แต่งกายยืนเครื่องพระ:desc_exact; แปลงกาย:desc_fuzzy; แม่ท่า:name_fuzzy; แม่บท:name_exact
94,ระบำพรหมาสตร์,"กองทัพ, การุณราช, ช้างเอราวัณ, ทศกัณฐ์, นางฟ้า, พรหมาสตร์, พระลักษมณ์, พระอินทร์, รามเกียรติ์, วานร, อินทรชิต, เทวดา, แปลงกาย, แปลงตัว, โอรส",กองทัพ:desc_exact; การุณราช:desc_exact; ช้างเอราวัณ:desc_exact; ทศกัณฐ์:desc_exact; นางฟ้า:desc_exact; พรหมาสตร์:name_exact; พระลักษมณ์:desc_exact; พระอินทร์:desc_exact; รามเกียรติ์:desc_exact; วานร:desc_exact; อินทรชิต:desc_exact; เทวดา:desc_exact; แปลงกาย:desc_exact; แปลงตัว:desc_exact; โอรส:desc_exact
95,ระบำศรีชยสิงห์,"กาญจนบุรี, จับระบำ, จารึก, ธงไทย, นางอัปสราบายน, บุรี, ปราสาทพระขรรค์, ปราสาทเมืองสิงห์, พระเจ้าชัยวรมัน, ภาพจำหลัก, ริมแม่น้ำ, วานร, เครื่องแบบ, แควน้อย, แม่น้ำ",กาญจนบุรี:desc_exact; จับระบำ:name_fuzzy; จารึก:desc_exact; ธงไทย:desc_fuzzy; นางอัปสราบายน:desc_exact; บุรี:desc_exact; ปราสาทพระขรรค์:desc_exact; ปราสาทเมืองสิงห์:desc_exact; พระเจ้าชัยวรมัน:desc_exact; ภาพจำหลัก:desc_exact; ริมแม่น้ำ:desc_exact; วานร:desc_fuzzy; เครื่องแบบ:desc_fuzzy; แควน้อย:desc_exact; แม่น้ำ:desc_exact
96,ระบำทวารวดี,"การดีด, งานประติมากรรม, จับระบำ, จิตรกรรม, ดนตรีพื้นบ้าน, ดนตรีไทย, ประติมากรรม, ปารวตี, พุทธศตวรรษ, ระบำโบราณคดี, วานร, สมัยทวารวดี, เครื่องแบบ, เสียงดนตรี, โบราณวัตถุ",การดีด:name_fuzzy; งานประติมากรรม:desc_fuzzy; จับระบำ:name_fuzzy; จิตรกรรม:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ประติมากรรม:desc_exact; ปารวตี:name_fuzzy; พุทธศตวรรษ:desc_exact; ระบำโบราณคดี:desc_fuzzy; วานร:name_fuzzy; สมัยทวารวดี:name_fuzzy; เครื่องแบบ:desc_fuzzy; เสียงดนตรี:desc_exact; โบราณวัตถุ:desc_exact
97,รำฝรั่งคู่,"คู่ใจ, จีนรัว, จีนรำพัด, ตะเขิ่ง, ทำนอง, ฝั่งน้ำ, รำคู่, รำพัด, เครื่องแบบ, เจ้าเซ็น, เพลงฉิ่ง, เพลงฝรั่งรำเท้า, เพลงเร็ว, เพลงไทย, แต่งกายยืนเครื่องพระ",คู่ใจ:name_fuzzy; จีนรัว:desc_exact; จีนรำพัด:desc_exact; ตะเขิ่ง:desc_exact; ทำนอง:desc_exact; ฝั่งน้ำ:desc_fuzzy; รำคู่:desc_exact; รำพัด:desc_exact; เครื่องแบบ:desc_fuzzy; เจ้าเซ็น:desc_exact; เพลงฉิ่ง:desc_exact; เพลงฝรั่งรำเท้า:desc_exact; เพลงเร็ว:desc_exact; เพลงไทย:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact
98,รำเบิกโรงดอกไม้เงินทอง,"ดอกไม้, ดอกไม้เงิน, ทำนอง, ทำนองเพลง, บทร้อง, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, มือขวา, มือซ้าย, ละครใน, วันทอง, สีทอง, เดินทาง, เบิกโรง, เพลงไทย, แต่งกายยืนเครื่องพระ",ดอกไม้:name_exact; ดอกไม้เงิน:name_exact; ทำนอง:name_fuzzy; ทำนองเพลง:desc_exact; บทร้อง:desc_exact; พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว:desc_exact; มือขวา:desc_exact; มือซ้าย:desc_exact; ละครใน:desc_exact; วันทอง:name_fuzzy; สีทอง:name_fuzzy; เดินทาง:name_fuzzy; เบิกโรง:name_exact; เพลงไทย:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact
99,ระบำศรีวิชัย,"จับระบำ, ชุมพร, ดนตรีพื้นบ้าน, ดนตรีไทย, นครศรีธรรมราช, ปัตตานี, พุทธศตวรรษ, มณีพิชัย, มลายู, ระบำโบราณคดี, สมัยศรีวิชัย, อินโดนีเซีย, เครื่องแบบ, แหลมมลายู, โบราณวัตถุ",จับระบำ:name_fuzzy; ชุมพร:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; นครศรีธรรมราช:desc_exact; ปัตตานี:desc_exact; พุทธศตวรรษ:desc_exact; มณีพิชัย:name_fuzzy; มลายู:desc_exact; ระบำโบราณคดี:desc_fuzzy; สมัยศรีวิชัย:name_fuzzy; อินโดนีเซีย:desc_exact; เครื่องแบบ:desc_fuzzy; แหลมมลายู:desc_exact; โบราณวัตถุ:desc_exact
100,รำพลายชุมพล,"ขุนช้าง, ขุนแผน, ทำนอง, ทำนองเพลง, พระไวย, พลายชุมพล, รำเดี่ยว, ละครเสภา, วาจา, ออกรบ, เพลงมอญดูดาว, เพลงไทย, แก้แค้น, แตกทัพ, แต่งตัว",ขุนช้าง:desc_exact; ขุนแผน:desc_exact; ทำนอง:desc_exact; ทำนองเพลง:desc_exact; พระไวย:desc_exact; พลายชุมพล:name_exact; รำเดี่ยว:desc_exact; ละครเสภา:desc_exact; วาจา:desc_exact; ออกรบ:desc_exact; เพลงมอญดูดาว:desc_exact; เพลงไทย:desc_exact; แก้แค้น:desc_exact; แตกทัพ:desc_exact; แต่งตัว:desc_exact
101,ระบำเซียงแสน,"กสิกรรม, จับระบำ, จิตรกรรม, ดนตรีพื้นบ้าน, ดนตรีไทย, ปูนปั้น, พุทธศตวรรษ, ภาคตะวันออกเฉียงเหนือ, ภาคเหนือ, ภาพจิตรกรรมฝาผนัง, ระบำโบราณคดี, สำเนียง, อาสา, เสียงดนตรี, โบราณสถาน",กสิกรรม:desc_fuzzy; จับระบำ:name_fuzzy; จิตรกรรม:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ปูนปั้น:desc_exact; พุทธศตวรรษ:desc_exact; ภาคตะวันออกเฉียงเหนือ:desc_exact; ภาคเหนือ:desc_exact; ภาพจิตรกรรมฝาผนัง:desc_exact; ระบำโบราณคดี:desc_fuzzy; สำเนียง:name_fuzzy; อาสา:desc_fuzzy; เสียงดนตรี:desc_exact; โบราณสถาน:desc_exact
102,หนุมานจับนางสุพรรณมัจฉา,"กรุงลงกา, การเกี้ยวพาราสี, จับนาง, ตีลังกา, นางสีดา, บริวาร, พระพรหม, มหาสมุทร, รามเกียรติ์, วานร, สมทบ, สุพรรณมัจฉา, หนุมาน, ออกเดินทาง, เดินทาง",กรุงลงกา:desc_exact; การเกี้ยวพาราสี:desc_exact; จับนาง:name_exact; ตีลังกา:desc_fuzzy; นางสีดา:desc_exact; บริวาร:desc_exact; พระพรหม:desc_fuzzy; มหาสมุทร:desc_exact; รามเกียรติ์:desc_exact; วานร:desc_exact; สมทบ:desc_fuzzy; สุพรรณมัจฉา:name_exact; หนุมาน:name_exact; ออกเดินทาง:desc_fuzzy; เดินทาง:desc_exact
103,ระบำสุโขทัย,"กสิกรรม, งานประติมากรรม, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ประติมากรรม, ปางลีลา, ปูนปั้น, พระพุทธรูป, พุทธศตวรรษ, ระบำโบราณคดี, สมัยสุโขทัย, หล่อสำริด, อสูร, เครื่องแบบ",กสิกรรม:desc_fuzzy; งานประติมากรรม:desc_fuzzy; จับระบำ:name_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ประติมากรรม:desc_exact; ปางลีลา:desc_exact; ปูนปั้น:desc_exact; พระพุทธรูป:desc_exact; พุทธศตวรรษ:desc_exact; ระบำโบราณคดี:desc_fuzzy; สมัยสุโขทัย:name_fuzzy; หล่อสำริด:desc_exact; อสูร:desc_fuzzy; เครื่องแบบ:desc_fuzzy
104,รำมโนห์ราบูชายัญ,"กองไฟ, กะลา, การรบ, การโปรย, นายขวัญ, บินหนี, บูชายัญ, มโนราห์, มโนห์รา, รำเดี่ยว, เขาไกรลาส, เขาไกลลาศ, ใบชา",กองไฟ:desc_exact; กะลา:desc_fuzzy; การรบ:desc_fuzzy; การโปรย:desc_fuzzy; นายขวัญ:name_fuzzy; บินหนี:desc_exact; บูชายัญ:name_exact; มโนราห์:name_fuzzy; มโนห์รา:name_exact; รำเดี่ยว:desc_fuzzy; เขาไกรลาส:desc_exact; เขาไกลลาศ:desc_fuzzy; ใบชา:name_fuzzy
105,ฉุยฉายเบญกาย,"กะลา, จำกาย, ฉุยฉาย, ทศกัณฐ์, นางสีดา, ปางลีลา, พระยา, พระราม, พระสวามี, รามเกียรติ์, สงคราม, สังข์ทอง, องคต, เบญกาย, แปลงกาย",กะลา:desc_fuzzy; จำกาย:name_fuzzy; ฉุยฉาย:name_exact; ทศกัณฐ์:desc_exact; นางสีดา:desc_exact; ปางลีลา:desc_fuzzy; พระยา:desc_fuzzy; พระราม:desc_exact; พระสวามี:desc_fuzzy; รามเกียรติ์:desc_exact; สงคราม:desc_exact; สังข์ทอง:desc_fuzzy; องคต:desc_fuzzy; เบญกาย:name_exact; แปลงกาย:desc_exact
106,ชุมนุมฉุยฉาย,"การขับร้อง, การรบ, ฉุยฉาย, ชุมนุม, ชุมพร, พราหมณ์, พลลิง, องคต, เครื่องแบบ, แต่งกายยืนเครื่องพระ, แปลงกาย",การขับร้อง:desc_fuzzy; การรบ:desc_fuzzy; ฉุยฉาย:name_exact; ชุมนุม:name_exact; ชุมพร:name_fuzzy; พราหมณ์:desc_exact; พลลิง:desc_fuzzy; องคต:desc_fuzzy; เครื่องแบบ:desc_fuzzy; แต่งกายยืนเครื่องพระ:desc_fuzzy; แปลงกาย:desc_fuzzy
107,ฉุยฉายวันทอง,"กลอุบาย, ขุนช้าง, ขุนแผน, ฉุยฉาย, ทำนอง, บุตรชาย, ปางลีลา, พระชายา, พระไวย, มารดา, วันทอง, สีทอง, องคต, ออกอุบาย, แปลงกาย",กลอุบาย:desc_exact; ขุนช้าง:desc_fuzzy; ขุนแผน:desc_exact; ฉุยฉาย:name_exact; ทำนอง:name_fuzzy; บุตรชาย:desc_exact; ปางลีลา:desc_fuzzy; พระชายา:desc_fuzzy; พระไวย:desc_exact; มารดา:desc_exact; วันทอง:name_exact; สีทอง:name_fuzzy; องคต:desc_fuzzy; ออกอุบาย:desc_fuzzy; แปลงกาย:desc_exact
108,หนุมานจับนางเบญกาย,"กลอุบาย, การเกี้ยวพาราสี, จับนาง, จำกาย, ทศกัณฐ์, นางสีดา, พระพรหม, พระราม, ยักษิณี, รามเกียรติ์, ลอยน้ำ, วานร, หนุมาน, หลบหนี, เบญกาย",กลอุบาย:desc_fuzzy; การเกี้ยวพาราสี:desc_fuzzy; จับนาง:name_exact; จำกาย:name_fuzzy; ทศกัณฐ์:desc_exact; นางสีดา:desc_exact; พระพรหม:desc_fuzzy; พระราม:desc_exact; ยักษิณี:desc_exact; รามเกียรติ์:desc_exact; ลอยน้ำ:desc_exact; วานร:desc_exact; หนุมาน:name_exact; หลบหนี:desc_exact; เบญกาย:name_exact
109,ฉุยฉายทศกัณฐ์ลงสวน,"กรุงลงกา, กะลา, ฉุยฉาย, ทศกัณฐ์, นางสีดา, ปางลีลา, พวงมาลัย, มือขวา, รามเกียรติ์, องคต",กรุงลงกา:desc_exact; กะลา:desc_fuzzy; ฉุยฉาย:name_exact; ทศกัณฐ์:name_exact; นางสีดา:desc_exact; ปางลีลา:desc_fuzzy; พวงมาลัย:desc_exact; มือขวา:desc_exact; รามเกียรติ์:desc_exact; องคต:desc_fuzzy
110,ฉุยฉายพราหมณ์,"ฉุยฉาย, ชาวพื้นเมือง, พระคเณศ, พระนารายณ์, พระศิวะ, พระอิศวร, พระอุมา, พราหมณ์, มเหสี, รจนา, สากล, ฮินดู, เทพเจ้า, เบิกโรง, แปลงกาย",ฉุยฉาย:name_exact; ชาวพื้นเมือง:desc_exact; พระคเณศ:desc_exact; พระนารายณ์:desc_exact; พระศิวะ:desc_exact; พระอิศวร:desc_exact; พระอุมา:desc_exact; พราหมณ์:name_exact; มเหสี:desc_exact; รจนา:desc_fuzzy; สากล:desc_fuzzy; ฮินดู:desc_exact; เทพเจ้า:desc_exact; เบิกโรง:desc_exact; แปลงกาย:desc_exact
111,ระบำลพบุรี,"งานประติมากรรม, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ทับหลัง, นครราชสีมา, บุรี, บุรีรัมย์, ประติมากรรม, ปราสาทพนมรุ้ง, ปราสาทหินพิมาย, พุทธศตวรรษ, ระบำโบราณคดี, สมัยลพบุรี, หน้าบัน",งานประติมากรรม:desc_fuzzy; จับระบำ:name_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ทับหลัง:desc_exact; นครราชสีมา:desc_exact; บุรี:name_exact; บุรีรัมย์:desc_exact; ประติมากรรม:desc_exact; ปราสาทพนมรุ้ง:desc_exact; ปราสาทหินพิมาย:desc_exact; พุทธศตวรรษ:desc_exact; ระบำโบราณคดี:desc_fuzzy; สมัยลพบุรี:name_fuzzy; หน้าบัน:desc_exact
112,ฉุยฉายยอพระกลิ่น,"กะลา, ฉุยฉาย, นางเอก, ปางลีลา, พระลอ, พระสวามี, มณีพิชัย, ยอพระกลิ่น, ละครนอก, ละครใน, สวามี, องคต, ออกเดินทาง, เครื่องแบบ, เดินทาง",กะลา:desc_fuzzy; ฉุยฉาย:name_exact; นางเอก:desc_exact; ปางลีลา:desc_fuzzy; พระลอ:name_fuzzy; พระสวามี:desc_exact; มณีพิชัย:desc_exact; ยอพระกลิ่น:name_exact; ละครนอก:desc_exact; ละครใน:desc_fuzzy; สวามี:desc_exact; องคต:desc_fuzzy; ออกเดินทาง:desc_exact; เครื่องแบบ:desc_fuzzy; เดินทาง:desc_exact
113,ฉุยฉายหนุมานทรงเครื่อง,"ฉุยฉาย, ชายหนุ่ม, ทศกัณฐ์, ทหารเอก, พระราม, รามเกียรติ์, วานร, สงคราม, หนุมาน, ออกเดินทาง, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องประดับ, เครื่องแบบ, เดินทาง",ฉุยฉาย:name_exact; ชายหนุ่ม:name_fuzzy; ทศกัณฐ์:desc_exact; ทหารเอก:desc_exact; พระราม:desc_exact; รามเกียรติ์:desc_exact; วานร:desc_exact; สงคราม:desc_exact; หนุมาน:name_exact; ออกเดินทาง:desc_exact; เครื่องดนตรีพื้นบ้าน:name_fuzzy; เครื่องดนตรีพื้นเมือง:name_fuzzy; เครื่องประดับ:name_fuzzy; เครื่องแบบ:name_fuzzy; เดินทาง:desc_exact
