ลำดับ,ชื่อชุดการแสดง,words,match_sources
84,รจนาเสี่ยงพวงมาลัย,"นางเอก, บทละคร, บุปเพสันนิวาส, พระสังข์, พระเอก, พวงมาลัย, รจนา, รูปทอง, รูปนอก, สวามี, สังข์ทอง, เจ้าหญิง, เจ้าเงาะ, แกล้งทำ, แปลงตัว",นางเอก:desc_exact; บทละคร:desc_exact; บุปเพสันนิวาส:desc_exact; พระสังข์:desc_exact; พระเอก:desc_exact; พวงมาลัย:name_exact; รจนา:name_exact; รูปทอง:desc_exact; รูปนอก:desc_exact; สวามี:desc_exact; สังข์ทอง:desc_exact; เจ้าหญิง:desc_exact; เจ้าเงาะ:desc_exact; แกล้งทำ:desc_exact; แปลงตัว:desc_exact
85,ระบำนพรัตน์,"ทับทิม, นิ้วเพชร, บุษราคัม, มรกต, อัญมณี, อุษา, เพทาย, โกเมน, ไพฑูรย์",ทับทิม:desc_exact; นิ้วเพชร:desc_fuzzy; บุษราคัม:desc_exact; มรกต:desc_exact; อัญมณี:desc_exact; อุษา:desc_fuzzy; เพทาย:desc_exact; โกเมน:desc_exact; ไพฑูรย์:desc_exact
86,ระบำวิชนี,"ขับร้อง, คำร้อง, ทำนอง, ทำนองเพลง, นางใน, บทร้อง, มือขวา, มโนราห์, ราชสำนัก, วานร, วิชนี, หญิงสาว, อาสา, เพลงไทย",ขับร้อง:desc_fuzzy; คำร้อง:desc_fuzzy; ทำนอง:desc_exact; ทำนองเพลง:desc_exact; นางใน:desc_exact; บทร้อง:desc_exact; มือขวา:desc_exact; มโนราห์:desc_fuzzy; ราชสำนัก:desc_exact; วานร:desc_fuzzy; วิชนี:name_exact; หญิงสาว:desc_exact; อาสา:desc_fuzzy; เพลงไทย:desc_exact
87,ระบำเทพบันเทิง,"ตารี, ระบำมาตรฐาน, รำมาตรฐาน, ละครใน, สิ่งศักดิ์สิทธิ์, องคต, องค์ปะตาระกาหลา, อิเหนา, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ, ใบชา",ตารี:desc_fuzzy; ระบำมาตรฐาน:desc_exact; รำมาตรฐาน:desc_fuzzy; ละครใน:desc_exact; สิ่งศักดิ์สิทธิ์:desc_fuzzy; องคต:desc_fuzzy; องค์ปะตาระกาหลา:desc_exact; อิเหนา:desc_exact; เทพธิดา:desc_exact; เทพบุตร:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact; ใบชา:desc_fuzzy
88,ระบำพรหมาสตร์,"กองทัพ, ช้างเอราวัณ, ทศกัณฐ์, นางฟ้า, พรหมาสตร์, พระลักษมณ์, พระอินทร์, รามเกียรติ์, วานร, สงคราม, อินทรชิต, เทวดา, แปลงกาย, แปลงตัว, โอรส",กองทัพ:desc_exact; ช้างเอราวัณ:desc_exact; ทศกัณฐ์:desc_exact; นางฟ้า:desc_exact; พรหมาสตร์:name_exact; พระลักษมณ์:desc_exact; พระอินทร์:desc_exact; รามเกียรติ์:desc_exact; วานร:desc_exact; สงคราม:desc_exact; อินทรชิต:desc_exact; เทวดา:desc_exact; แปลงกาย:desc_exact; แปลงตัว:desc_exact; โอรส:desc_exact
89,การแสดงโขนเรื่องรามเกียรติ์ ตอน สามจับ,"กลอุบาย, การทอ, การรบ, การไถ, กุมภกรรณ, ต่อสู้, ต้นรัง, ถอยทัพ, รามเกียรติ์, สุครีพ, หนุมาน, หมดแรง, องคต, อสูร, ออกอุบาย",กลอุบาย:desc_fuzzy; การทอ:name_fuzzy; การรบ:name_fuzzy; การไถ:name_fuzzy; กุมภกรรณ:desc_exact; ต่อสู้:desc_exact; ต้นรัง:desc_exact; ถอยทัพ:desc_exact; รามเกียรติ์:name_exact; สุครีพ:desc_exact; หนุมาน:desc_fuzzy; หมดแรง:desc_exact; องคต:desc_exact; อสูร:desc_fuzzy; ออกอุบาย:desc_exact
90,ระบำดาวดึงส์,"จับระบำ, ดาวดึงส์, ทิพยวิมาน, บรรพต, พระจันทร์, พระศิวะ, พระอินทร์, พระอิศวร, ระบำมาตรฐาน, ละครดึกดำบรรพ์, สังข์ทอง, สุรินทร์, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ",จับระบำ:desc_exact; ดาวดึงส์:name_exact; ทิพยวิมาน:desc_exact; บรรพต:desc_fuzzy; พระจันทร์:desc_fuzzy; พระศิวะ:desc_fuzzy; พระอินทร์:desc_exact; พระอิศวร:desc_fuzzy; ระบำมาตรฐาน:desc_exact; ละครดึกดำบรรพ์:desc_exact; สังข์ทอง:desc_exact; สุรินทร์:desc_fuzzy; เทพธิดา:desc_exact; เทพบุตร:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact
91,รำประเลง,"ทำนอง, ทำนองเพลง, ปิดหน้า, รังควาญ, ละครใน, หางนกยูง, อิทธิฤทธิ์, เทวดา, เบิกโรง, เพลงกลม, เพลงชำนาญ, เพลงหน้าพาทย์, เพลงไทย, เสนียดจัญไร, โคมเวียน",ทำนอง:desc_exact; ทำนองเพลง:desc_exact; ปิดหน้า:desc_exact; รังควาญ:desc_exact; ละครใน:desc_exact; หางนกยูง:desc_exact; อิทธิฤทธิ์:desc_exact; เทวดา:desc_exact; เบิกโรง:desc_exact; เพลงกลม:desc_exact; เพลงชำนาญ:desc_exact; เพลงหน้าพาทย์:desc_exact; เพลงไทย:name_fuzzy; เสนียดจัญไร:desc_exact; โคมเวียน:desc_exact
92,รำมโนห์ราบูชายัญ,"กองไฟ, กะลา, การรบ, บินหนี, บูชายัญ, มโนห์รา, รำเดี่ยว, เขาไกรลาส, เขาไกลลาศ, ใบชา",กองไฟ:desc_exact; กะลา:desc_fuzzy; การรบ:desc_fuzzy; บินหนี:desc_exact; บูชายัญ:name_exact; มโนห์รา:name_exact; รำเดี่ยว:desc_fuzzy; เขาไกรลาส:desc_exact; เขาไกลลาศ:desc_fuzzy; ใบชา:name_fuzzy
93,ระบำศรีชยสิงห์,"กาญจนบุรี, จารึก, ธงไทย, นางอัปสราบายน, บุรี, ปราสาทพระขรรค์, ปราสาทเมืองสิงห์, พระเจ้าชัยวรมัน, ภาพจำหลัก, ริมแม่น้ำ, วานร, องคต, เครื่องแบบ, แควน้อย, แม่น้ำ",กาญจนบุรี:desc_exact; จารึก:desc_exact; ธงไทย:desc_fuzzy; นางอัปสราบายน:desc_exact; บุรี:desc_exact; ปราสาทพระขรรค์:desc_exact; ปราสาทเมืองสิงห์:desc_exact; พระเจ้าชัยวรมัน:desc_exact; ภาพจำหลัก:desc_exact; ริมแม่น้ำ:desc_exact; วานร:desc_fuzzy; องคต:desc_fuzzy; เครื่องแบบ:desc_fuzzy; แควน้อย:desc_exact; แม่น้ำ:desc_exact
94,รำเบิกโรงดอกไม้เงินทอง,"ช่อดอกไม้, ดอกไม้, ดอกไม้เงิน, ทำนอง, ทำนองเพลง, บทร้อง, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, มือขวา, มือซ้าย, ละครใน, วันทอง, สีทอง, เบิกโรง, เพลงไทย, แต่งกายยืนเครื่องพระ",ช่อดอกไม้:desc_fuzzy; ดอกไม้:name_exact; ดอกไม้เงิน:name_exact; ทำนอง:name_fuzzy; ทำนองเพลง:desc_exact; บทร้อง:desc_exact; พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว:desc_exact; มือขวา:desc_exact; มือซ้าย:desc_exact; ละครใน:desc_exact; วันทอง:name_fuzzy; สีทอง:name_fuzzy; เบิกโรง:name_exact; เพลงไทย:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact
95,ระบำย่องหงิด,"กระบวนท่ารำ, คำร้อง, จับระบำ, ทำนอง, ทำนองเพลง, นางฟ้า, พี่เลี้ยง, ย่องหงิด, ละครใน, ศุภลักษณ์, อาสา, อุษา, เทพธิดา, เทวดา, เพลงไทย",กระบวนท่ารำ:desc_exact; คำร้อง:desc_exact; จับระบำ:desc_exact; ทำนอง:desc_exact; ทำนองเพลง:desc_exact; นางฟ้า:desc_exact; พี่เลี้ยง:desc_exact; ย่องหงิด:name_exact; ละครใน:desc_exact; ศุภลักษณ์:desc_exact; อาสา:desc_exact; อุษา:desc_exact; เทพธิดา:desc_exact; เทวดา:desc_exact; เพลงไทย:desc_exact
96,รำซัดชาตรี,"การรบ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทำนอง, ท่วงทำนอง, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, รำคู่, รำพัด, ละครชาตรี, ละครใน, วาจา, เบิกโรง, ไหว้ครู",การรบ:desc_fuzzy; ดนตรีพื้นบ้าน:name_fuzzy; ดนตรีไทย:name_fuzzy; ตารี:name_fuzzy; ทำนอง:desc_exact; ท่วงทำนอง:desc_exact; ผู้แสดงฝ่ายชาย:desc_exact; ผู้แสดงฝ่ายหญิง:desc_exact; รำคู่:desc_exact; รำพัด:desc_fuzzy; ละครชาตรี:desc_exact; ละครใน:desc_fuzzy; วาจา:desc_fuzzy; เบิกโรง:desc_exact; ไหว้ครู:desc_exact
97,รำแม่บท,"กระบวนท่ารำ, บทร้อง, ระบำมาตรฐาน, รำมาตรฐาน, ล้านนา, องคต, แต่งกายยืนเครื่องพระ, แม่บท",กระบวนท่ารำ:desc_exact; บทร้อง:desc_exact; ระบำมาตรฐาน:desc_fuzzy; รำมาตรฐาน:desc_exact; ล้านนา:desc_fuzzy; องคต:desc_fuzzy; แต่งกายยืนเครื่องพระ:desc_exact; แม่บท:name_exact
98,ระบำเซียงแสน,"กะลา, จิตรกรรม, ชาวเหนือ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ปูนปั้น, พุทธศตวรรษ, ภาคตะวันออกเฉียงเหนือ, ภาคเหนือ, ภาพจิตรกรรมฝาผนัง, ระบำโบราณคดี, อาสา, เสียงดนตรี, โบราณสถาน",กะลา:desc_fuzzy; จิตรกรรม:desc_exact; ชาวเหนือ:desc_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ปูนปั้น:desc_exact; พุทธศตวรรษ:desc_exact; ภาคตะวันออกเฉียงเหนือ:desc_exact; ภาคเหนือ:desc_exact; ภาพจิตรกรรมฝาผนัง:desc_exact; ระบำโบราณคดี:desc_fuzzy; อาสา:desc_fuzzy; เสียงดนตรี:desc_exact; โบราณสถาน:desc_exact
99,รำฝรั่งคู่,"การรบ, คู่ใจ, จีนรัว, จีนรำพัด, ตะเขิ่ง, ทำนอง, ทำนองเพลง, รำคู่, รำพัด, เจ้าเซ็น, เพลงฉิ่ง, เพลงฝรั่งรำเท้า, เพลงเร็ว, เพลงไทย, แต่งกายยืนเครื่องพระ",การรบ:desc_fuzzy; คู่ใจ:name_fuzzy; จีนรัว:desc_exact; จีนรำพัด:desc_exact; ตะเขิ่ง:desc_exact; ทำนอง:desc_exact; ทำนองเพลง:desc_fuzzy; รำคู่:desc_exact; รำพัด:desc_exact; เจ้าเซ็น:desc_exact; เพลงฉิ่ง:desc_exact; เพลงฝรั่งรำเท้า:desc_exact; เพลงเร็ว:desc_exact; เพลงไทย:desc_exact; แต่งกายยืนเครื่องพระ:desc_exact
100,รำพลายชุมพล,"ขุนช้าง, ขุนแผน, ทำนอง, ทำนองเพลง, พระไวย, พลายชุมพล, รำเดี่ยว, ละครเสภา, วาจา, ออกรบ, เพลงมอญดูดาว, เพลงไทย, แก้แค้น, แตกทัพ, แต่งตัว",ขุนช้าง:desc_exact; ขุนแผน:desc_exact; ทำนอง:desc_exact; ทำนองเพลง:desc_exact; พระไวย:desc_exact; พลายชุมพล:name_exact; รำเดี่ยว:desc_exact; ละครเสภา:desc_exact; วาจา:desc_exact; ออกรบ:desc_exact; เพลงมอญดูดาว:desc_exact; เพลงไทย:desc_exact; แก้แค้น:desc_exact; แตกทัพ:desc_exact; แต่งตัว:desc_exact
101,หนุมานจับนางสุพรรณมัจฉา,"กระบวนท่ารำ, กรุงลงกา, กองทัพ, การเกี้ยวพาราสี, จับนาง, นางสีดา, บริวาร, มหาสมุทร, รามเกียรติ์, วานร, สมทบ, สุพรรณมัจฉา, หนุมาน, ออกเดินทาง, เดินทาง",กระบวนท่ารำ:desc_fuzzy; กรุงลงกา:desc_exact; กองทัพ:desc_fuzzy; การเกี้ยวพาราสี:desc_exact; จับนาง:name_exact; นางสีดา:desc_exact; บริวาร:desc_exact; มหาสมุทร:desc_exact; รามเกียรติ์:desc_exact; วานร:desc_exact; สมทบ:desc_fuzzy; สุพรรณมัจฉา:name_exact; หนุมาน:name_exact; ออกเดินทาง:desc_fuzzy; เดินทาง:desc_exact
102,หนุมานจับนางเบญกาย,"การเกี้ยวพาราสี, การไถ, จับนาง, จำกาย, ทศกัณฐ์, นางสีดา, พระราม, ยักษิณี, รามเกียรติ์, ลอยน้ำ, วานร, หนุมาน, หลบหนี, หายตัว, เบญกาย",การเกี้ยวพาราสี:desc_fuzzy; การไถ:desc_fuzzy; จับนาง:name_exact; จำกาย:name_fuzzy; ทศกัณฐ์:desc_exact; นางสีดา:desc_exact; พระราม:desc_exact; ยักษิณี:desc_exact; รามเกียรติ์:desc_exact; ลอยน้ำ:desc_exact; วานร:desc_exact; หนุมาน:name_exact; หลบหนี:desc_exact; หายตัว:desc_fuzzy; เบญกาย:name_exact
103,ระบำศรีวิชัย,"จำกาย, ชุมพร, ดนตรีพื้นบ้าน, ดนตรีไทย, นครศรีธรรมราช, ปัตตานี, พุทธศตวรรษ, มลายู, ระบำโบราณคดี, สมัยศรีวิชัย, อาสา, อินโดนีเซีย, เครื่องแบบ, แหลมมลายู, โบราณวัตถุ",จำกาย:desc_fuzzy; ชุมพร:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; นครศรีธรรมราช:desc_exact; ปัตตานี:desc_exact; พุทธศตวรรษ:desc_exact; มลายู:desc_exact; ระบำโบราณคดี:desc_fuzzy; สมัยศรีวิชัย:name_fuzzy; อาสา:desc_fuzzy; อินโดนีเซีย:desc_exact; เครื่องแบบ:desc_fuzzy; แหลมมลายู:desc_exact; โบราณวัตถุ:desc_exact
104,ระบำทวารวดี,"งานประติมากรรม, จิตรกรรม, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ประติมากรรม, พุทธศตวรรษ, มโนราห์, ระบำโบราณคดี, วานร, สมัยทวารวดี, องคต, เครื่องแบบ, เสียงดนตรี, โบราณวัตถุ",งานประติมากรรม:desc_fuzzy; จิตรกรรม:desc_exact; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ประติมากรรม:desc_exact; พุทธศตวรรษ:desc_exact; มโนราห์:desc_fuzzy; ระบำโบราณคดี:desc_fuzzy; วานร:name_fuzzy; สมัยทวารวดี:name_fuzzy; องคต:desc_fuzzy; เครื่องแบบ:desc_fuzzy; เสียงดนตรี:desc_exact; โบราณวัตถุ:desc_exact
105,ระบำสุโขทัย,"งานประติมากรรม, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ประติมากรรม, ปางลีลา, ปูนปั้น, พระพุทธรูป, พาลี, พุทธศตวรรษ, ระบำโบราณคดี, สมัยสุโขทัย, หล่อสำริด, องคต, อสูร",งานประติมากรรม:desc_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ตารี:desc_fuzzy; ประติมากรรม:desc_exact; ปางลีลา:desc_exact; ปูนปั้น:desc_exact; พระพุทธรูป:desc_exact; พาลี:desc_fuzzy; พุทธศตวรรษ:desc_exact; ระบำโบราณคดี:desc_fuzzy; สมัยสุโขทัย:name_fuzzy; หล่อสำริด:desc_exact; องคต:desc_fuzzy; อสูร:desc_fuzzy
106,ฉุยฉายพราหมณ์,"ฉุยฉาย, ชาวพื้นเมือง, พระคเณศ, พระนารายณ์, พระศิวะ, พระอิศวร, พระอุมา, พราหมณ์, มเหสี, รจนา, สากล, ฮินดู, เทพเจ้า, เบิกโรง, แปลงกาย",ฉุยฉาย:name_exact; ชาวพื้นเมือง:desc_exact; พระคเณศ:desc_exact; พระนารายณ์:desc_exact; พระศิวะ:desc_exact; พระอิศวร:desc_exact; พระอุมา:desc_exact; พราหมณ์:name_exact; มเหสี:desc_exact; รจนา:desc_fuzzy; สากล:desc_fuzzy; ฮินดู:desc_exact; เทพเจ้า:desc_exact; เบิกโรง:desc_exact; แปลงกาย:desc_exact
107,ฉุยฉายทศกัณฐ์ลงสวน,"กรุงลงกา, กะลา, ฉุยฉาย, ทศกัณฐ์, นางสีดา, พวงมาลัย, มือขวา, รามเกียรติ์, องคต",กรุงลงกา:desc_exact; กะลา:desc_fuzzy; ฉุยฉาย:name_exact; ทศกัณฐ์:name_exact; นางสีดา:desc_exact; พวงมาลัย:desc_exact; มือขวา:desc_exact; รามเกียรติ์:desc_exact; องคต:desc_fuzzy
108,ระบำลพบุรี,"งานประติมากรรม, ดนตรีพื้นบ้าน, ดนตรีไทย, ทับหลัง, นครราชสีมา, บุรี, บุรีรัมย์, ประติมากรรม, ปราสาทพนมรุ้ง, ปราสาทหินพิมาย, พุทธศตวรรษ, ระบำโบราณคดี, สมัยลพบุรี, หน้าบัน, เครื่องแบบ",งานประติมากรรม:desc_fuzzy; ดนตรีพื้นบ้าน:desc_exact; ดนตรีไทย:desc_exact; ทับหลัง:desc_exact; นครราชสีมา:desc_exact; บุรี:name_exact; บุรีรัมย์:desc_exact; ประติมากรรม:desc_exact; ปราสาทพนมรุ้ง:desc_exact; ปราสาทหินพิมาย:desc_exact; พุทธศตวรรษ:desc_exact; ระบำโบราณคดี:desc_fuzzy; สมัยลพบุรี:name_fuzzy; หน้าบัน:desc_exact; เครื่องแบบ:desc_fuzzy
109,ฉุยฉายเบญกาย,"กะลา, จำกาย, ฉุยฉาย, ทศกัณฐ์, นางสีดา, พระพรหม, พระยา, พระราม, รามเกียรติ์, สงคราม, สังข์ทอง, องคต, อุษา, เบญกาย, แปลงกาย",กะลา:desc_fuzzy; จำกาย:name_fuzzy; ฉุยฉาย:name_exact; ทศกัณฐ์:desc_exact; นางสีดา:desc_exact; พระพรหม:desc_fuzzy; พระยา:desc_fuzzy; พระราม:desc_exact; รามเกียรติ์:desc_exact; สงคราม:desc_exact; สังข์ทอง:desc_fuzzy; องคต:desc_fuzzy; อุษา:desc_fuzzy; เบญกาย:name_exact; แปลงกาย:desc_exact
110,ฉุยฉายยอพระกลิ่น,"กะลา, ฉุยฉาย, นางเอก, พระลอ, พระสวามี, มณีพิชัย, ยอพระกลิ่น, ละครนอก, ละครใน, สวามี, องคต, ออกเดินทาง, เดินทาง",กะลา:desc_fuzzy; ฉุยฉาย:name_exact; นางเอก:desc_exact; พระลอ:name_fuzzy; พระสวามี:desc_exact; มณีพิชัย:desc_exact; ยอพระกลิ่น:name_exact; ละครนอก:desc_exact; ละครใน:desc_fuzzy; สวามี:desc_exact; องคต:desc_fuzzy; ออกเดินทาง:desc_exact; เดินทาง:desc_exact
111,ชุมนุมฉุยฉาย,"การรบ, ฉุยฉาย, ชุมนุม, ชุมพร, พราหมณ์, พลลิง, องคต, แต่งกายยืนเครื่องพระ",การรบ:desc_fuzzy; ฉุยฉาย:name_exact; ชุมนุม:name_exact; ชุมพร:name_fuzzy; พราหมณ์:desc_exact; พลลิง:desc_fuzzy; องคต:desc_fuzzy; แต่งกายยืนเครื่องพระ:desc_fuzzy
112,ฉุยฉายศูรปนขา,"กะลา, การเกี้ยวพาราสี, ฉุยฉาย, ต้นขา, ทศกัณฐ์, น้องสาว, พระพรหม, พระราม, ยักษิณี, รามเกียรติ์, วานร, ศูรปนขา, องคต, อาสา, แปลงกาย",กะลา:desc_fuzzy; การเกี้ยวพาราสี:desc_fuzzy; ฉุยฉาย:name_exact; ต้นขา:name_fuzzy; ทศกัณฐ์:desc_exact; น้องสาว:desc_exact; พระพรหม:desc_fuzzy; พระราม:desc_exact; ยักษิณี:desc_exact; รามเกียรติ์:desc_exact; วานร:desc_fuzzy; ศูรปนขา:name_exact; องคต:desc_fuzzy; อาสา:desc_fuzzy; แปลงกาย:desc_exact
113,ฉุยฉายวันทอง,"กลอุบาย, กะลา, ขุนแผน, ฉุยฉาย, ทำนอง, บุตรชาย, พระไวย, มารดา, วันทอง, สีทอง, องคต, ออกอุบาย, อุษา, แปลงกาย",กลอุบาย:desc_exact; กะลา:desc_fuzzy; ขุนแผน:desc_exact; ฉุยฉาย:name_exact; ทำนอง:name_fuzzy; บุตรชาย:desc_exact; พระไวย:desc_exact; มารดา:desc_exact; วันทอง:name_exact; สีทอง:name_fuzzy; องคต:desc_fuzzy; ออกอุบาย:desc_fuzzy; อุษา:desc_fuzzy; แปลงกาย:desc_exact
114,ฉุยฉายหนุมานทรงเครื่อง,"การรบ, ฉุยฉาย, ชายหนุ่ม, ทศกัณฐ์, ทหารเอก, ผู้แสดงฝ่ายหญิง, พระราม, รามเกียรติ์, วานร, สงคราม, หนุมาน, ออกเดินทาง, อุษา, เครื่องแบบ, เดินทาง",การรบ:desc_fuzzy; ฉุยฉาย:name_exact; ชายหนุ่ม:name_fuzzy; ทศกัณฐ์:desc_exact; ทหารเอก:desc_exact; ผู้แสดงฝ่ายหญิง:desc_fuzzy; พระราม:desc_exact; รามเกียรติ์:desc_exact; วานร:desc_exact; สงคราม:desc_exact; หนุมาน:name_exact; ออกเดินทาง:desc_exact; อุษา:desc_fuzzy; เครื่องแบบ:name_fuzzy; เดินทาง:desc_exact
