item_name,item_key_norm,predicted_count,gold_count,TP,FP,FN,predicted_tokens,gold_tokens,tp_tokens,fp_tokens,fn_tokens
ระบำทวารวดี,ระบำทวารวดี,15,6,6,9,0,"การดีด, งานประติมากรรม, จับระบำ, จิตรกรรม, ดนตรีพื้นบ้าน, ดนตรีไทย, ประติมากรรม, ปารวตี, พุทธศตวรรษ, ระบำโบราณคดี, วานร, สมัยทวารวดี, เครื่องแบบ, เสียงดนตรี, โบราณวัตถุ","จิตรกรรม, ประติมากรรม, พุทธศตวรรษ, สมัยทวารวดี, เสียงดนตรี, โบราณวัตถุ","จิตรกรรม, ประติมากรรม, พุทธศตวรรษ, สมัยทวารวดี, เสียงดนตรี, โบราณวัตถุ","การดีด, งานประติมากรรม, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ปารวตี, ระบำโบราณคดี, วานร, เครื่องแบบ",
ระบำนพรัตน์,ระบำนพรัตน์,10,7,7,3,0,"จับระบำ, ทับทิม, นิ้วเพชร, บุษราคัม, มรกต, อัญมณี, อุษา, เพทาย, โกเมน, ไพฑูรย์","ทับทิม, บุษราคัม, มรกต, อัญมณี, เพทาย, โกเมน, ไพฑูรย์","ทับทิม, บุษราคัม, มรกต, อัญมณี, เพทาย, โกเมน, ไพฑูรย์","จับระบำ, นิ้วเพชร, อุษา",
ระบำพรหมาสตร์,ระบำพรหมาสตร์,15,17,15,0,2,"กองทัพ, การุณราช, ช้างเอราวัณ, ทศกัณฐ์, นางฟ้า, พรหมาสตร์, พระลักษมณ์, พระอินทร์, รามเกียรติ์, วานร, อินทรชิต, เทวดา, แปลงกาย, แปลงตัว, โอรส","กองทัพ, การุณราช, ช้างเอราวัณ, ทศกัณฐ์, นางฟ้า, พรหมาสตร์, พระลักษมณ์, พระอินทร์, รามเกียรติ์, วานร, สงคราม, อินทรชิต, เทพบุตร, เทวดา, แปลงกาย, แปลงตัว, โอรส","กองทัพ, การุณราช, ช้างเอราวัณ, ทศกัณฐ์, นางฟ้า, พรหมาสตร์, พระลักษมณ์, พระอินทร์, รามเกียรติ์, วานร, อินทรชิต, เทวดา, แปลงกาย, แปลงตัว, โอรส",,"สงคราม, เทพบุตร"
ระบำม้า,ระบำม้า,15,6,6,9,0,"กะลา, การทอ, การสอน, จับระบำ, ธิเบศร์, บุรี, พระนารายณ์, ยมะ, ระบำมาตรฐาน, ออกเดินทาง, อาสา, เชษฐา, เดินทาง, เวที, แปลงกาย","การสอน, ธิเบศร์, บุรี, ยมะ, ออกเดินทาง, เดินทาง","การสอน, ธิเบศร์, บุรี, ยมะ, ออกเดินทาง, เดินทาง","กะลา, การทอ, จับระบำ, พระนารายณ์, ระบำมาตรฐาน, อาสา, เชษฐา, เวที, แปลงกาย",
ระบำย่องหงิด,ระบำย่องหงิด,15,17,14,1,3,"กระบวนท่ารำ, คำร้อง, ทำนอง, ทำนองเพลง, นางฟ้า, พี่เลี้ยง, ย่องหงิด, ละครใน, วาดรูป, ศุภลักษณ์, อาสา, อุษา, เทพธิดา, เทวดา, เพลงไทย","กระบวนท่ารำ, คำร้อง, จับระบำ, ทำนอง, ทำนองเพลง, นางฟ้า, พี่เลี้ยง, ย่องหงิด, ละครใน, วาดรูป, ศุภลักษณ์, อาสา, อุณรุท, อุษา, เทพธิดา, เทพบุตร, เทวดา","กระบวนท่ารำ, คำร้อง, ทำนอง, ทำนองเพลง, นางฟ้า, พี่เลี้ยง, ย่องหงิด, ละครใน, วาดรูป, ศุภลักษณ์, อาสา, อุษา, เทพธิดา, เทวดา",เพลงไทย,"จับระบำ, อุณรุท, เทพบุตร"
ระบำร่อนแร่,ระบำร่อนแร่,15,3,2,13,1,"การรบ, การร่อนแร่, การโปรย, งานรื่นเริง, จับระบำ, ดนตรีพื้นบ้าน, ทางธรรมชาติ, ธงไทย, นางรื่น, ฝั่งน้ำ, ภาคใต้, หญิงสาว, เครื่องประกอบจังหวะ, เล่นน้ำ, แหล่งน้ำ","การร่อนแร่, หญิงสาว, แหล่งนํ้า","การร่อนแร่, หญิงสาว","การรบ, การโปรย, งานรื่นเริง, จับระบำ, ดนตรีพื้นบ้าน, ทางธรรมชาติ, ธงไทย, นางรื่น, ฝั่งน้ำ, ภาคใต้, เครื่องประกอบจังหวะ, เล่นน้ำ, แหล่งน้ำ",แหล่งนํ้า
ระบำลพบุรี,ระบำลพบุรี,15,10,10,5,0,"งานประติมากรรม, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ทับหลัง, นครราชสีมา, บุรี, บุรีรัมย์, ประติมากรรม, ปราสาทพนมรุ้ง, ปราสาทหินพิมาย, พุทธศตวรรษ, ระบำโบราณคดี, สมัยลพบุรี, หน้าบัน","ทับหลัง, นครราชสีมา, บุรี, บุรีรัมย์, ประติมากรรม, ปราสาทพนมรุ้ง, ปราสาทหินพิมาย, พุทธศตวรรษ, สมัยลพบุรี, หน้าบัน","ทับหลัง, นครราชสีมา, บุรี, บุรีรัมย์, ประติมากรรม, ปราสาทพนมรุ้ง, ปราสาทหินพิมาย, พุทธศตวรรษ, สมัยลพบุรี, หน้าบัน","งานประติมากรรม, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ระบำโบราณคดี",
ระบำวิชนี,ระบำวิชนี,15,8,8,7,0,"ขับร้อง, จับระบำ, ทำนอง, ทำนองเพลง, นางใน, บทร้อง, มือขวา, ราชสำนัก, วานร, วิชนี, หญิงสาว, อาสา, เพลงกลม, เพลงไทย, แปลงกาย","ทำนอง, ทำนองเพลง, นางใน, บทร้อง, มือขวา, ราชสำนัก, วิชนี, หญิงสาว","ทำนอง, ทำนองเพลง, นางใน, บทร้อง, มือขวา, ราชสำนัก, วิชนี, หญิงสาว","ขับร้อง, จับระบำ, วานร, อาสา, เพลงกลม, เพลงไทย, แปลงกาย",
ระบำศรีชยสิงห์,ระบำศรีชยสิงห์,15,11,11,4,0,"กาญจนบุรี, จับระบำ, จารึก, ธงไทย, นางอัปสราบายน, บุรี, ปราสาทพระขรรค์, ปราสาทเมืองสิงห์, พระเจ้าชัยวรมัน, ภาพจำหลัก, ริมแม่น้ำ, วานร, เครื่องแบบ, แควน้อย, แม่น้ำ","กาญจนบุรี, จารึก, นางอัปสราบายน, บุรี, ปราสาทพระขรรค์, ปราสาทเมืองสิงห์, พระเจ้าชัยวรมัน, ภาพจำหลัก, ริมแม่น้ำ, แควน้อย, แม่น้ำ","กาญจนบุรี, จารึก, นางอัปสราบายน, บุรี, ปราสาทพระขรรค์, ปราสาทเมืองสิงห์, พระเจ้าชัยวรมัน, ภาพจำหลัก, ริมแม่น้ำ, แควน้อย, แม่น้ำ","จับระบำ, ธงไทย, วานร, เครื่องแบบ",
ระบำศรีวิชัย,ระบำศรีวิชัย,15,9,9,6,0,"จับระบำ, ชุมพร, ดนตรีพื้นบ้าน, ดนตรีไทย, นครศรีธรรมราช, ปัตตานี, พุทธศตวรรษ, มณีพิชัย, มลายู, ระบำโบราณคดี, สมัยศรีวิชัย, อินโดนีเซีย, เครื่องแบบ, แหลมมลายู, โบราณวัตถุ","ชุมพร, นครศรีธรรมราช, ปัตตานี, พุทธศตวรรษ, มลายู, สมัยศรีวิชัย, อินโดนีเซีย, แหลมมลายู, โบราณวัตถุ","ชุมพร, นครศรีธรรมราช, ปัตตานี, พุทธศตวรรษ, มลายู, สมัยศรีวิชัย, อินโดนีเซีย, แหลมมลายู, โบราณวัตถุ","จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, มณีพิชัย, ระบำโบราณคดี, เครื่องแบบ",
ระบำสุโขทัย,ระบำสุโขทัย,15,7,6,9,1,"กสิกรรม, งานประติมากรรม, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ประติมากรรม, ปางลีลา, ปูนปั้น, พระพุทธรูป, พุทธศตวรรษ, ระบำโบราณคดี, สมัยสุโขทัย, หล่อสำริด, อสูร, เครื่องแบบ","ประติมากรรม, ปางลีลา, ปูนปั้น, พระพุทธรูป, พุทธศตวรรษ, สมัยสุโขทัย, หล่อสําริด","ประติมากรรม, ปางลีลา, ปูนปั้น, พระพุทธรูป, พุทธศตวรรษ, สมัยสุโขทัย","กสิกรรม, งานประติมากรรม, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ระบำโบราณคดี, หล่อสำริด, อสูร, เครื่องแบบ",หล่อสําริด
ระบำอยุธยา,ระบำอยุธยา,9,4,4,5,0,"การทอ, การสอน, จับระบำ, พระองค์, มโนราห์, ระบำโบราณคดี, ศิลปหัตถกรรม, ศิลปินแห่งชาติ, อยุธยา","การสอน, ระบำโบราณคดี, ศิลปหัตถกรรม, ศิลปินแห่งชาติ","การสอน, ระบำโบราณคดี, ศิลปหัตถกรรม, ศิลปินแห่งชาติ","การทอ, จับระบำ, พระองค์, มโนราห์, อยุธยา",
ระบำเก็บใบชา,ระบำเก็บใบชา,15,9,9,6,0,"กลับบ้าน, การละเล่นพื้นเมือง, การเก็บใบชา, งานรื่นเริง, จับระบำ, ชาวพื้นเมือง, ชาวเขา, ธงไทย, ผึ่งแดด, ผู้แสดงฝ่ายหญิง, ภาคเหนือ, วานร, ออกเดินทาง, เดินทาง, ใบชา","กลับบ้าน, การเก็บใบชา, ชาวพื้นเมือง, ชาวเขา, ผึ่งแดด, ภาคเหนือ, ออกเดินทาง, เดินทาง, ใบชา","กลับบ้าน, การเก็บใบชา, ชาวพื้นเมือง, ชาวเขา, ผึ่งแดด, ภาคเหนือ, ออกเดินทาง, เดินทาง, ใบชา","การละเล่นพื้นเมือง, งานรื่นเริง, จับระบำ, ธงไทย, ผู้แสดงฝ่ายหญิง, วานร",
ระบำเซียงแสน,ระบำเซียงแสน,15,8,8,7,0,"กสิกรรม, จับระบำ, จิตรกรรม, ดนตรีพื้นบ้าน, ดนตรีไทย, ปูนปั้น, พุทธศตวรรษ, ภาคตะวันออกเฉียงเหนือ, ภาคเหนือ, ภาพจิตรกรรมฝาผนัง, ระบำโบราณคดี, สำเนียง, อาสา, เสียงดนตรี, โบราณสถาน","จิตรกรรม, ปูนปั้น, พุทธศตวรรษ, ภาคตะวันออกเฉียงเหนือ, ภาคเหนือ, ภาพจิตรกรรมฝาผนัง, เสียงดนตรี, โบราณสถาน","จิตรกรรม, ปูนปั้น, พุทธศตวรรษ, ภาคตะวันออกเฉียงเหนือ, ภาคเหนือ, ภาพจิตรกรรมฝาผนัง, เสียงดนตรี, โบราณสถาน","กสิกรรม, จับระบำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ระบำโบราณคดี, สำเนียง, อาสา",
ระบำเทพบันเทิง,ระบำเทพบันเทิง,15,7,7,8,0,"จับระบำ, ชั้นเชิง, ตารี, ระบำมาตรฐาน, รำมาตรฐาน, ละครนอก, ละครใน, องคต, องค์ปะตาระกาหลา, อิเหนา, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ, แปลงกาย, ใบชา","ระบำมาตรฐาน, ละครใน, องค์ปะตาระกาหลา, อิเหนา, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ","ระบำมาตรฐาน, ละครใน, องค์ปะตาระกาหลา, อิเหนา, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ","จับระบำ, ชั้นเชิง, ตารี, รำมาตรฐาน, ละครนอก, องคต, แปลงกาย, ใบชา",
รับขวัญข้าว,รับขวัญข้าว,15,6,6,9,0,"กสิกรรม, การทำขวัญ, ข้าหลวง, ชาวพื้นเมือง, ธัญญาหาร, ผู้มีพระคุณ, พี่เลี้ยง, พืชพรรณ, สมทบ, สะล้อ, อาสา, อาหาร, อีสาน, เวที, ใบชา","การทำขวัญ, ธัญญาหาร, ผู้มีพระคุณ, พืชพรรณ, อาหาร, เวที","การทำขวัญ, ธัญญาหาร, ผู้มีพระคุณ, พืชพรรณ, อาหาร, เวที","กสิกรรม, ข้าหลวง, ชาวพื้นเมือง, พี่เลี้ยง, สมทบ, สะล้อ, อาสา, อีสาน, ใบชา",
รำซัดชาตรี,รำซัดชาตรี,15,8,8,7,0,"ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ทำนอง, ท่วงทำนอง, ปางลีลา, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, รำคู่, ละครชาตรี, ละครนอก, ละครใน, หญิงสาว, เบิกโรง, ไหว้ครู","ทำนอง, ท่วงทำนอง, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, รำคู่, ละครชาตรี, เบิกโรง, ไหว้ครู","ทำนอง, ท่วงทำนอง, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, รำคู่, ละครชาตรี, เบิกโรง, ไหว้ครู","ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ปางลีลา, ละครนอก, ละครใน, หญิงสาว",
รำประเลง,รำประเลง,15,14,14,1,0,"ทำนอง, ทำนองเพลง, ปิดหน้า, รังควาญ, ละครใน, หางนกยูง, อิทธิฤทธิ์, เทวดา, เบิกโรง, เพลงกลม, เพลงชำนาญ, เพลงหน้าพาทย์, เพลงไทย, เสนียดจัญไร, โคมเวียน","ทำนอง, ทำนองเพลง, ปิดหน้า, รังควาญ, ละครใน, หางนกยูง, อิทธิฤทธิ์, เทวดา, เบิกโรง, เพลงกลม, เพลงชำนาญ, เพลงหน้าพาทย์, เสนียดจัญไร, โคมเวียน","ทำนอง, ทำนองเพลง, ปิดหน้า, รังควาญ, ละครใน, หางนกยูง, อิทธิฤทธิ์, เทวดา, เบิกโรง, เพลงกลม, เพลงชำนาญ, เพลงหน้าพาทย์, เสนียดจัญไร, โคมเวียน",เพลงไทย,
รำฝรั่งคู่,รำฝรั่งคู่,15,11,11,4,0,"คู่ใจ, จีนรัว, จีนรำพัด, ตะเขิ่ง, ทำนอง, ฝั่งน้ำ, รำคู่, รำพัด, เครื่องแบบ, เจ้าเซ็น, เพลงฉิ่ง, เพลงฝรั่งรำเท้า, เพลงเร็ว, เพลงไทย, แต่งกายยืนเครื่องพระ","จีนรัว, จีนรำพัด, ตะเขิ่ง, ทำนอง, รำคู่, รำพัด, เจ้าเซ็น, เพลงฉิ่ง, เพลงฝรั่งรำเท้า, เพลงเร็ว, แต่งกายยืนเครื่องพระ","จีนรัว, จีนรำพัด, ตะเขิ่ง, ทำนอง, รำคู่, รำพัด, เจ้าเซ็น, เพลงฉิ่ง, เพลงฝรั่งรำเท้า, เพลงเร็ว, แต่งกายยืนเครื่องพระ","คู่ใจ, ฝั่งน้ำ, เครื่องแบบ, เพลงไทย",
รำพลายชุมพล,รำพลายชุมพล,15,14,14,1,0,"ขุนช้าง, ขุนแผน, ทำนอง, ทำนองเพลง, พระไวย, พลายชุมพล, รำเดี่ยว, ละครเสภา, วาจา, ออกรบ, เพลงมอญดูดาว, เพลงไทย, แก้แค้น, แตกทัพ, แต่งตัว","ขุนช้าง, ขุนแผน, ทำนอง, ทำนองเพลง, พระไวย, พลายชุมพล, รำเดี่ยว, ละครเสภา, วาจา, ออกรบ, เพลงมอญดูดาว, แก้แค้น, แตกทัพ, แต่งตัว","ขุนช้าง, ขุนแผน, ทำนอง, ทำนองเพลง, พระไวย, พลายชุมพล, รำเดี่ยว, ละครเสภา, วาจา, ออกรบ, เพลงมอญดูดาว, แก้แค้น, แตกทัพ, แต่งตัว",เพลงไทย,
รำมโนห์ราบูชายัญ,รำมโนห์ราบูชายัญ,13,5,5,8,0,"กองไฟ, กะลา, การรบ, การโปรย, นายขวัญ, บินหนี, บูชายัญ, มโนราห์, มโนห์รา, รำเดี่ยว, เขาไกรลาส, เขาไกลลาศ, ใบชา","กองไฟ, บินหนี, บูชายัญ, มโนห์รา, เขาไกรลาส","กองไฟ, บินหนี, บูชายัญ, มโนห์รา, เขาไกรลาส","กะลา, การรบ, การโปรย, นายขวัญ, มโนราห์, รำเดี่ยว, เขาไกลลาศ, ใบชา",
รำวงมาตรฐาน,รำวงมาตรฐาน,15,13,13,2,0,"ชาวพื้นเมือง, ดอกไม้, ตามเพลง, ภาคกลาง, เพลงคืนเดือนหงาย, เพลงงามแสงเดือน, เพลงชาวไทย, เพลงดวงจันทร์ขวัญฟ้า, เพลงดวงจันทร์วันเพ็ญ, เพลงดอกไม้ของชาติ, เพลงบูชานักรบ, เพลงยอดชายใจหาญ, เพลงรำซิมารำ, เพลงหญิงไทยใจงาม, เพลงไทย","ดอกไม้, ตามเพลง, ภาคกลาง, เพลงคืนเดือนหงาย, เพลงงามแสงเดือน, เพลงชาวไทย, เพลงดวงจันทร์ขวัญฟ้า, เพลงดวงจันทร์วันเพ็ญ, เพลงดอกไม้ของชาติ, เพลงบูชานักรบ, เพลงยอดชายใจหาญ, เพลงรำซิมารำ, เพลงหญิงไทยใจงาม","ดอกไม้, ตามเพลง, ภาคกลาง, เพลงคืนเดือนหงาย, เพลงงามแสงเดือน, เพลงชาวไทย, เพลงดวงจันทร์ขวัญฟ้า, เพลงดวงจันทร์วันเพ็ญ, เพลงดอกไม้ของชาติ, เพลงบูชานักรบ, เพลงยอดชายใจหาญ, เพลงรำซิมารำ, เพลงหญิงไทยใจงาม","ชาวพื้นเมือง, เพลงไทย",
รำสีนวล,รำสีนวล,8,2,2,6,0,"การขับร้อง, กุลสตรี, ขับร้อง, ตารี, บทร้อง, พระลักษมณ์, เกราะลอ, เพลงไทย","กุลสตรี, ขับร้อง","กุลสตรี, ขับร้อง","การขับร้อง, ตารี, บทร้อง, พระลักษมณ์, เกราะลอ, เพลงไทย",
รำเถิดเทิง,รำเถิดเทิง,11,4,4,7,0,"กลองยาว, การตีกลอง, งานรื่นเริง, ตารี, นางรื่น, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, วานร, สากล, หยอกล้อ, เถิดเทิง","กลองยาว, การตีกลอง, หยอกล้อ, เถิดเทิง","กลองยาว, การตีกลอง, หยอกล้อ, เถิดเทิง","งานรื่นเริง, ตารี, นางรื่น, ผู้แสดงฝ่ายชาย, ผู้แสดงฝ่ายหญิง, วานร, สากล",
รำเบิกโรงดอกไม้เงินทอง,รำเบิกโรงดอกไม้เงินทอง,15,11,11,4,0,"ดอกไม้, ดอกไม้เงิน, ทำนอง, ทำนองเพลง, บทร้อง, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, มือขวา, มือซ้าย, ละครใน, วันทอง, สีทอง, เดินทาง, เบิกโรง, เพลงไทย, แต่งกายยืนเครื่องพระ","ดอกไม้, ดอกไม้เงิน, ทำนอง, ทำนองเพลง, บทร้อง, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, มือขวา, มือซ้าย, ละครใน, เบิกโรง, แต่งกายยืนเครื่องพระ","ดอกไม้, ดอกไม้เงิน, ทำนอง, ทำนองเพลง, บทร้อง, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, มือขวา, มือซ้าย, ละครใน, เบิกโรง, แต่งกายยืนเครื่องพระ","วันทอง, สีทอง, เดินทาง, เพลงไทย",
รำแม่บท,รำแม่บท,12,5,5,7,0,"กระบวนท่ารำ, ขับร้อง, บทร้อง, ระบำมาตรฐาน, รำมาตรฐาน, ล้านนา, องคต, เครื่องแบบ, แต่งกายยืนเครื่องพระ, แปลงกาย, แม่ท่า, แม่บท","กระบวนท่ารำ, บทร้อง, รำมาตรฐาน, แต่งกายยืนเครื่องพระ, แม่บท","กระบวนท่ารำ, บทร้อง, รำมาตรฐาน, แต่งกายยืนเครื่องพระ, แม่บท","ขับร้อง, ระบำมาตรฐาน, ล้านนา, องคต, เครื่องแบบ, แปลงกาย, แม่ท่า",
ลายเกราะ,ลายเกราะ,14,5,5,9,0,"ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ปางลีลา, พระลอ, ภาคอีสาน, มลายู, วาจา, อาสา, อีสาน, เกราะลอ, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องแบบ","ดนตรีพื้นบ้าน, ภาคอีสาน, อีสาน, เกราะลอ, เครื่องดนตรีพื้นบ้าน","ดนตรีพื้นบ้าน, ภาคอีสาน, อีสาน, เกราะลอ, เครื่องดนตรีพื้นบ้าน","ดนตรีไทย, ตารี, ปางลีลา, พระลอ, มลายู, วาจา, อาสา, เครื่องดนตรีพื้นเมือง, เครื่องแบบ",
ลีลาหมากแก๊ป,ลีลาหมากแก๊ป,15,7,7,8,0,"ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย, ทหารเอก, ปางลีลา, สอดแทรก, หญิงสาว, อาสา, อีสาน, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องประกอบจังหวะ, เครื่องแบบ, ไม้ยาว, ไม้สั้น","ดนตรีพื้นบ้าน, สอดแทรก, หญิงสาว, อีสาน, เครื่องดนตรีพื้นบ้าน, ไม้ยาว, ไม้สั้น","ดนตรีพื้นบ้าน, สอดแทรก, หญิงสาว, อีสาน, เครื่องดนตรีพื้นบ้าน, ไม้ยาว, ไม้สั้น","ชาวพื้นเมือง, ดนตรีไทย, ทหารเอก, ปางลีลา, อาสา, เครื่องดนตรีพื้นเมือง, เครื่องประกอบจังหวะ, เครื่องแบบ",
ล่องใต้,ล่องใต้,7,1,1,6,0,"การรบ, การโปรย, ภาคใต้, ล่องใต้, วาจา, สะล้อ, องคต",ล่องใต้,ล่องใต้,"การรบ, การโปรย, ภาคใต้, วาจา, สะล้อ, องคต",
วิรัชสราญรมย์,วิรัชสราญรมย์,14,4,4,10,0,"กุลสตรี, ตารี, ทำนองเพลง, ธงไทย, รัชกาล, รัชฎา, วาจา, สากล, เพลงกลม, เพลงชาวไทย, เพลงสากล, เพลงไทย, แปลงกาย, แผ่อิทธิพล","รัชกาล, สากล, เพลงสากล, เพลงไทย","รัชกาล, สากล, เพลงสากล, เพลงไทย","กุลสตรี, ตารี, ทำนองเพลง, ธงไทย, รัชฎา, วาจา, เพลงกลม, เพลงชาวไทย, แปลงกาย, แผ่อิทธิพล",
สยามภารตะ,สยามภารตะ,12,5,5,7,0,"กระบวนท่ารำ, การไถ, ทะเล, ธงไทย, นาฏศิลป์อินเดีย, ภารตนาฏยัม, รจนา, วานร, อินเดีย, เคลื่อนไหว, แผ่อิทธิพล, โอดิสสี","นาฏศิลป์อินเดีย, ภารตนาฏยัม, อินเดีย, เคลื่อนไหว, โอดิสสี","นาฏศิลป์อินเดีย, ภารตนาฏยัม, อินเดีย, เคลื่อนไหว, โอดิสสี","กระบวนท่ารำ, การไถ, ทะเล, ธงไทย, รจนา, วานร, แผ่อิทธิพล",
สักการะเทวราช,สักการะเทวราช,15,11,11,4,0,"กรุงรัตนโกสินทร์, งานประติมากรรม, ประติมากรรม, พระจันทร์, พระพุทธรูป, พระมหากษัตริย์, พระราชพิธี, พระอินทร์, ลายเส้น, วานร, อยุธยา, อินทราภิเษก, เครื่องประดับ, เทวดา, ไทยอมรินทร์","กรุงรัตนโกสินทร์, งานประติมากรรม, ประติมากรรม, พระพุทธรูป, พระมหากษัตริย์, พระราชพิธี, พระอินทร์, ลายเส้น, อยุธยา, อินทราภิเษก, เครื่องประดับ","กรุงรัตนโกสินทร์, งานประติมากรรม, ประติมากรรม, พระพุทธรูป, พระมหากษัตริย์, พระราชพิธี, พระอินทร์, ลายเส้น, อยุธยา, อินทราภิเษก, เครื่องประดับ","พระจันทร์, วานร, เทวดา, ไทยอมรินทร์",
หนุมานจับนางสุพรรณมัจฉา,หนุมานจับนางสุพรรณมัจฉา,15,13,11,4,2,"กรุงลงกา, การเกี้ยวพาราสี, จับนาง, ตีลังกา, นางสีดา, บริวาร, พระพรหม, มหาสมุทร, รามเกียรติ์, วานร, สมทบ, สุพรรณมัจฉา, หนุมาน, ออกเดินทาง, เดินทาง","กรุงลงกา, กองทัพ, การเกี้ยวพาราสี, จับนาง, นางสีดา, บริวาร, พระราม, มหาสมุทร, รามเกียรติ์, วานร, สุพรรณมัจฉา, หนุมาน, เดินทาง","กรุงลงกา, การเกี้ยวพาราสี, จับนาง, นางสีดา, บริวาร, มหาสมุทร, รามเกียรติ์, วานร, สุพรรณมัจฉา, หนุมาน, เดินทาง","ตีลังกา, พระพรหม, สมทบ, ออกเดินทาง","กองทัพ, พระราม"
หนุมานจับนางเบญกาย,หนุมานจับนางเบญกาย,15,11,11,4,0,"กลอุบาย, การเกี้ยวพาราสี, จับนาง, จำกาย, ทศกัณฐ์, นางสีดา, พระพรหม, พระราม, ยักษิณี, รามเกียรติ์, ลอยน้ำ, วานร, หนุมาน, หลบหนี, เบญกาย","จับนาง, ทศกัณฐ์, นางสีดา, พระราม, ยักษิณี, รามเกียรติ์, ลอยน้ำ, วานร, หนุมาน, หลบหนี, เบญกาย","จับนาง, ทศกัณฐ์, นางสีดา, พระราม, ยักษิณี, รามเกียรติ์, ลอยน้ำ, วานร, หนุมาน, หลบหนี, เบญกาย","กลอุบาย, การเกี้ยวพาราสี, จำกาย, พระพรหม",
ออเจ้าชาวกรุงศรี,ออเจ้าชาวกรุงศรี,15,5,5,10,0,"การนุ่งห่ม, กุลสตรี, ขบวนแห่, ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, มโนราห์, วันวาน, วาจา, วานร, สุรินทร์, เครื่องประดับ, เครื่องแบบ, เสียงดนตรี","การนุ่งห่ม, กุลสตรี, วันวาน, เครื่องประดับ, เสียงดนตรี","การนุ่งห่ม, กุลสตรี, วันวาน, เครื่องประดับ, เสียงดนตรี","ขบวนแห่, ชาวพื้นเมือง, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, มโนราห์, วาจา, วานร, สุรินทร์, เครื่องแบบ",
เจ้าพระยานที,เจ้าพระยานที,15,5,4,11,1,"กะลา, การรบ, ชาวนา, ธงไทย, ฝั่งน้ำ, พระชายา, พระยา, พี่เลี้ยง, มรกต, วานร, สายน้ำ, อาสา, เจ้าพระยา, เทพเจ้า, แผ่อิทธิพล","ฝั่งน้ำ, พระยา, สายนํ้า, เจ้าพระยา, แผ่อิทธิพล","ฝั่งน้ำ, พระยา, เจ้าพระยา, แผ่อิทธิพล","กะลา, การรบ, ชาวนา, ธงไทย, พระชายา, พี่เลี้ยง, มรกต, วานร, สายน้ำ, อาสา, เทพเจ้า",สายนํ้า
เซิ้งกระติบข้าว,เซิ้งกระติบข้าว,15,6,6,9,0,"กระบวนท่ารำ, การดีด, การปั้น, ข้าวเหนียว, ข้าหลวง, งานรื่นเริง, ชาวพื้นเมือง, ชาวภูไท, ตารี, นางรื่น, ผู้แสดงฝ่ายหญิง, รังควาญ, หญิงสาว, อาสา, อาหาร","การดีด, การปั้น, ข้าวเหนียว, ชาวภูไท, หญิงสาว, อาหาร","การดีด, การปั้น, ข้าวเหนียว, ชาวภูไท, หญิงสาว, อาหาร","กระบวนท่ารำ, ข้าหลวง, งานรื่นเริง, ชาวพื้นเมือง, ตารี, นางรื่น, ผู้แสดงฝ่ายหญิง, รังควาญ, อาสา",
เซิ้งตังหวาย,เซิ้งตังหวาย,14,6,2,12,4,"กะลา, การขับร้อง, ขับร้อง, ขับลำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ธงไทย, บทร้อง, ลำตังหวาย, ลำนำ, เต้นสาก, แม่น้ำ, แม่น้ำโขง","การขับร้อง, ขับร้อง, ขับลํา, ลําตังหวาย, ลํานํา, แม่นํ้าโขง","การขับร้อง, ขับร้อง","กะลา, ขับลำ, ดนตรีพื้นบ้าน, ดนตรีไทย, ตารี, ธงไทย, บทร้อง, ลำตังหวาย, ลำนำ, เต้นสาก, แม่น้ำ, แม่น้ำโขง","ขับลํา, ลําตังหวาย, ลํานํา, แม่นํ้าโขง"
