Words,lvl1,lvl2,lvl3,agreement,n_models,consensus_label,artifact_id
พื้นบ้านภาคใต้,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.25,4,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,ศิลปะการแสดงและดนตรี > นาฏยศิลป์และการแสดง > รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น
พุทธศตวรรษ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ยุคสมัยและเหตุการณ์สำคัญ > ลำดับเวลาและประวัติศาสตร์การสงคราม
ฟองน้ำ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,0.75,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > วัสดุและอัญมณี > วัสดุธรรมชาติและรัตนชาติ
ฟันปลา,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,0.75,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||ประณีตศิลป์และทัศนศิลป์||งานช่างศิลปกรรมและเทคนิควิธี,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > ประณีตศิลป์และทัศนศิลป์ > งานช่างศิลปกรรมและเทคนิควิธี
ภาคใต้,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > เขตปกครองและภูมิภาค
ภาคกลาง,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > เขตปกครองและภูมิภาค
ภาคตะวันออกเฉียงเหนือ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > เขตปกครองและภูมิภาค
ภาคอีสาน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > เขตปกครองและภูมิภาค
ภาคเหนือ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > เขตปกครองและภูมิภาค
ภาชนะดินเผา,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,1.0,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||ประณีตศิลป์และทัศนศิลป์||งานช่างศิลปกรรมและเทคนิควิธี,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > ประณีตศิลป์และทัศนศิลป์ > งานช่างศิลปกรรมและเทคนิควิธี
ภาพจำหลัก,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,1.0,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||ประณีตศิลป์และทัศนศิลป์||งานช่างศิลปกรรมและเทคนิควิธี,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > ประณีตศิลป์และทัศนศิลป์ > งานช่างศิลปกรรมและเทคนิควิธี
ภาพจิตรกรรมฝาผนัง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,0.75,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||ประณีตศิลป์และทัศนศิลป์||งานช่างศิลปกรรมและเทคนิควิธี,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > ประณีตศิลป์และทัศนศิลป์ > งานช่างศิลปกรรมและเทคนิควิธี
ภารตนาฏยัม,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.75,4,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,ศิลปะการแสดงและดนตรี > นาฏยศิลป์และการแสดง > รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น
ภาษามลายู,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,0.75,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||อัตลักษณ์ทางสังคมและกลุ่มคน||กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > อัตลักษณ์ทางสังคมและกลุ่มคน > กลุ่มชาติพันธุ์และชุมชนท้องถิ่น
ภูเขา,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.75,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > พื้นที่ในคติความเชื่อและประวัติศาสตร์
มณีพิชัย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,0.5,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
มรกต,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,1.0,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > วัสดุและอัญมณี > วัสดุธรรมชาติและรัตนชาติ
มลายู,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,1.0,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||อัตลักษณ์ทางสังคมและกลุ่มคน||กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > อัตลักษณ์ทางสังคมและกลุ่มคน > กลุ่มชาติพันธุ์และชุมชนท้องถิ่น
มวยโบราณ,ศิลปะการแสดงและดนตรี,บุคลากรและทักษะทางศิลปะ,กลวิธีและสมรรถนะการแสดง,0.5,4,ศิลปะการแสดงและดนตรี||บุคลากรและทักษะทางศิลปะ||กลวิธีและสมรรถนะการแสดง,ศิลปะการแสดงและดนตรี > บุคลากรและทักษะทางศิลปะ > กลวิธีและสมรรถนะการแสดง
มวยไทย,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,1.0,4,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,ศิลปะการแสดงและดนตรี > นาฏยศิลป์และการแสดง > รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น
มหาสมุทร,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > พื้นที่ในคติความเชื่อและประวัติศาสตร์
มังกรกัณฐ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > เทวปกรณ์ อสูร และอมนุษย์
มัยราพณ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
มารดา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,0.75,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > โครงสร้างสังคมและบุคคลสำคัญ > ฐานันดรศักดิ์และบทบาททางสังคม
มารีศ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
มีฤทธิ์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,1.0,4,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม > คติความเชื่อและไสยศาสตร์ > การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ
มีแบบแผน,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,0.5,4,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม > จารีตประเพณีและพิธีกรรม > พิธีการสำคัญและจารีตทางสังคม
มือขวา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,0.75,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > โครงสร้างสังคมและบุคคลสำคัญ > ฐานันดรศักดิ์และบทบาททางสังคม
มือซ้าย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.5,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > วิถีชีวิตและพฤติกรรมทางสังคม > จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต
มือเปล่า,ศิลปะการแสดงและดนตรี,บุคลากรและทักษะทางศิลปะ,กลวิธีและสมรรถนะการแสดง,0.25,4,ศิลปะการแสดงและดนตรี||บุคลากรและทักษะทางศิลปะ||กลวิธีและสมรรถนะการแสดง,ศิลปะการแสดงและดนตรี > บุคลากรและทักษะทางศิลปะ > กลวิธีและสมรรถนะการแสดง
มุกดาหาร,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > เขตปกครองและภูมิภาค
มุสลิม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,0.5,4,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||ระบบความเชื่อและศาสนา||คติทางศาสนาและสิ่งศักดิ์สิทธิ์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม > ระบบความเชื่อและศาสนา > คติทางศาสนาและสิ่งศักดิ์สิทธิ์
มเหสี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม,ฐานันดรศักดิ์และระบบเครือญาติ,0.5,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม||ฐานันดรศักดิ์และระบบเครือญาติ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม > ฐานันดรศักดิ์และระบบเครือญาติ
มโนราห์,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.5,4,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,ศิลปะการแสดงและดนตรี > นาฏยศิลป์และการแสดง > รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น
มโนห์รา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
ยมะ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,0.5,4,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||ระบบความเชื่อและศาสนา||คติทางศาสนาและสิ่งศักดิ์สิทธิ์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม > ระบบความเชื่อและศาสนา > คติทางศาสนาและสิ่งศักดิ์สิทธิ์
ยอพระกลิ่น,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,0.5,4,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม > จารีตประเพณีและพิธีกรรม > พิธีการสำคัญและจารีตทางสังคม
ยักษิณี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,1.0,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > เทวปกรณ์ อสูร และอมนุษย์
ยูเนสโก,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,0.25,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > โครงสร้างสังคมและบุคคลสำคัญ > ฐานันดรศักดิ์และบทบาททางสังคม
ย่องหงิด,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,0.5,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
ย่านาง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,0.5,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > เทวปกรณ์ อสูร และอมนุษย์
รจนา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
ระดับชาติ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,0.75,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > เขตปกครองและภูมิภาค
ระบำมาตรฐาน,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,0.75,4,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,ศิลปะการแสดงและดนตรี > นาฏยศิลป์และการแสดง > กระบวนท่ารำและจารีตการแสดง
ระบำโบราณคดี,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.75,4,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,ศิลปะการแสดงและดนตรี > นาฏยศิลป์และการแสดง > รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น
รังควาญ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,0.5,4,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม > คติความเชื่อและไสยศาสตร์ > การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ
รัชกาล,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ยุคสมัยและเหตุการณ์สำคัญ > ลำดับเวลาและประวัติศาสตร์การสงคราม
รัชฎา,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,0.25,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > วัสดุและอัญมณี > วัสดุธรรมชาติและรัตนชาติ
รับสั่ง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,0.75,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > โครงสร้างสังคมและบุคคลสำคัญ > ฐานันดรศักดิ์และบทบาททางสังคม
รับอาสา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.5,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > วิถีชีวิตและพฤติกรรมทางสังคม > จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต
รับใช้,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,0.75,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > โครงสร้างสังคมและบุคคลสำคัญ > ฐานันดรศักดิ์และบทบาททางสังคม
รัวฉิ่ง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,ศิลปะการแสดงและดนตรี > ดุริยางคศิลป์และคีตศิลป์ > ระเบียบวิธีทางดนตรีและประเภทบทเพลง
ราชสำนัก,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,พื้นที่ทางวัฒนธรรมและสถาบัน,สถานที่จัดแสดงและเขตพระราชฐาน,0.75,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||พื้นที่ทางวัฒนธรรมและสถาบัน||สถานที่จัดแสดงและเขตพระราชฐาน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > พื้นที่ทางวัฒนธรรมและสถาบัน > สถานที่จัดแสดงและเขตพระราชฐาน
รามสูร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > เทวปกรณ์ อสูร และอมนุษย์
รามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,1.0,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
รำคู่,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,1.0,4,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,ศิลปะการแสดงและดนตรี > นาฏยศิลป์และการแสดง > กระบวนท่ารำและจารีตการแสดง
รำพัด,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.5,4,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,ศิลปะการแสดงและดนตรี > นาฏยศิลป์และการแสดง > รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น
